TICKER,Type,Year,TOI,Net Interest Income,Fees Income,OPEX,Provision expense,PBT,Loan,NIM,Core TOI,Core PBT,Non-recurring income,Core TOI_Prior_Year,PBT_Prior_Year,OPEX_Prior_Year,Provision expense_Prior_Year,Non-recurring income_Prior_Year,Net Interest Income_Prior_Year,Fees Income_Prior_Year,Loan_Prior_Year,NIM_Prior_Year,Core_TOI_Change,PBT_Change,OPEX_Change,Provision_Change,Non_Recurring_Change,NII_Change,Fee_Change,Loan_Growth_%,Small_PBT_Flag,Scores_Capped,PBT_Growth_%,Top_Line_Impact,Cost_Cutting_Impact,Non_Recurring_Impact,NII_Impact,Fee_Impact,OPEX_Impact,Provision_Impact,Loan_Impact,NIM_Impact,Total_Impact
EIB,Private_2,2020,4365587000000.0,3313736000000.0,387956000000.0,-2438684000000.0,-667377000000.0,1259526000000.0,100767406000000.0,0.0209903771469984,3701692000000.0,595631000000.0,663895000000.0,3603902000000.0,1095249000000.0,-2700748000000.0,-690291000000.0,882386000000.0,3220366000000.0,383536000000.0,113254792000000.0,0.0208834710697872,97790000000.0,164277000000.0,262064000000.0,22914000000.0,-218491000000.0,93370000000.0,4420000000.0,-11.66924376694795,False,False,14.999055009408819,8.9,26.0,-19.9,8.5,0.4,23.9,2.1,-5.8,14.3,15.0
EIB,Private_2,2021,4709349000000.0,3524302000000.0,432865000000.0,-2514159000000.0,-990124000000.0,1205066000000.0,114674630000000.0,0.0224990282006003,3957167000000.0,452884000000.0,752182000000.0,3701692000000.0,1259526000000.0,-2438684000000.0,-667377000000.0,663895000000.0,3313736000000.0,387956000000.0,100767406000000.0,0.0209903771469984,255475000000.0,-54460000000.0,-75475000000.0,-322747000000.0,88287000000.0,210566000000.0,44909000000.0,12.910408997434466,False,True,-4.323848812966148,20.3,-21.6,7.0,16.7,3.6,-6.0,-21.6,6.5,10.2,5.7
EIB,Private_2,2022,7288065000000.0,5591971000000.0,513815000000.0,-3475409000000.0,-103590000000.0,3709066000000.0,130505614000000.0,0.0331242643555572,6105786000000.0,2526787000000.0,1182279000000.0,3957167000000.0,1205066000000.0,-2514159000000.0,-990124000000.0,752182000000.0,3524302000000.0,432865000000.0,114674630000000.0,0.0224990282006003,2148619000000.0,2504000000000.0,-961250000000.0,886534000000.0,430097000000.0,2067669000000.0,80950000000.0,12.913751729523526,False,False,207.78944887665904,178.3,-6.2,35.7,171.6,6.6,-79.8,73.6,6.5,165.1,207.8
EIB,Private_2,2023,6554833000000.0,4597104000000.0,514300000000.0,-3140808000000.0,-694399000000.0,2719626000000.0,140448924000000.0,0.0246465981880243,5111404000000.0,1276197000000.0,1443429000000.0,6105786000000.0,3709066000000.0,-3475409000000.0,-103590000000.0,1182279000000.0,5591971000000.0,513815000000.0,130505614000000.0,0.0331242643555572,-994382000000.0,-989440000000.0,334601000000.0,-590809000000.0,261150000000.0,-994867000000.0,485000000.0,7.339467405413967,False,False,-26.67625758074944,-26.8,-6.9,7.0,-26.8,0.0,9.0,-15.9,3.7,-30.5,-26.7
EIB,Private_2,2024,8557635000000.0,5923525000000.0,1080300000000.0,-3400146000000.0,-969072000000.0,4188417000000.0,165154897000000.0,0.027732262783399,7003825000000.0,2634607000000.0,1553810000000.0,5111404000000.0,2719626000000.0,-3140808000000.0,-694399000000.0,1443429000000.0,4597104000000.0,514300000000.0,140448924000000.0,0.0246465981880243,1892421000000.0,1468791000000.0,-259338000000.0,-274673000000.0,110381000000.0,1326421000000.0,566000000000.0,16.168628336620174,False,False,54.00709509322238,69.6,-19.7,4.1,48.8,20.8,-9.6,-10.1,8.1,40.7,54.0
EVF,Private_3,2018,521460000000.0,340726000000.0,151695000000.0,-213418000000.0,-53828000000.0,254214000000.0,8849621000000.0,0.002160082351115,492421000000.0,225175000000.0,29039000000.0,,,,,,,,,,,,,,,,,,False,False,0.0,,,,,,,,,,
EVF,Private_3,2019,748079000000.0,553106000000.0,58005000000.0,-361262000000.0,-101351000000.0,285466000000.0,9874143000000.0,0.0281909146932603,611111000000.0,148498000000.0,136968000000.0,492421000000.0,254214000000.0,-213418000000.0,-53828000000.0,29039000000.0,340726000000.0,151695000000.0,8849621000000.0,0.002160082351115,118690000000.0,31252000000.0,-147844000000.0,-47523000000.0,107929000000.0,212380000000.0,-93690000000.0,10.943547461931265,True,False,12.293579425208682,46.7,-76.8,42.5,83.5,-36.9,-58.2,-18.7,5.5,78.0,12.4
EVF,Private_3,2020,906602000000.0,713211000000.0,76568000000.0,-303212000000.0,-317670000000.0,285720000000.0,12029785000000.0,0.0301823513623056,789779000000.0,168897000000.0,116823000000.0,611111000000.0,285466000000.0,-361262000000.0,-101351000000.0,136968000000.0,553106000000.0,58005000000.0,9874143000000.0,0.0281909146932603,178668000000.0,254000000.0,58050000000.0,-216319000000.0,-20145000000.0,160105000000.0,18563000000.0,19.68269800740762,True,False,0.08897732129220293,62.6,-55.4,-7.1,56.1,6.5,20.3,-75.8,9.8,46.3,0.1
EVF,Private_3,2021,1168035000000.0,786127000000.0,38690000000.0,-248631000000.0,-507786000000.0,411618000000.0,16849954000000.0,0.0281312396599282,824817000000.0,68400000000.0,343218000000.0,789779000000.0,285720000000.0,-303212000000.0,-317670000000.0,116823000000.0,713211000000.0,76568000000.0,12029785000000.0,0.0301823513623056,35038000000.0,125898000000.0,54581000000.0,-190116000000.0,226395000000.0,72916000000.0,-37878000000.0,33.38097342223211,False,False,44.06341873162537,12.2,-47.5,79.2,25.5,-13.3,19.1,-66.5,16.7,8.8,43.9
EVF,Private_3,2022,1144066000000.0,919202000000.0,16089000000.0,-327238000000.0,-361482000000.0,455346000000.0,24352548000000.0,0.027698756906481,935291000000.0,246571000000.0,208775000000.0,824817000000.0,411618000000.0,-248631000000.0,-507786000000.0,343218000000.0,786127000000.0,38690000000.0,16849954000000.0,0.0281312396599282,110474000000.0,43728000000.0,-78607000000.0,146304000000.0,-134443000000.0,133075000000.0,-22601000000.0,36.418147616375336,True,False,10.623442123522295,26.8,16.4,-32.7,32.3,-5.5,-19.1,35.5,18.2,14.1,10.5
EVF,Private_3,2023,1093683000000.0,709025000000.0,3223000000.0,-297004000000.0,-387372000000.0,409307000000.0,33553388000000.0,0.0168904189094269,712248000000.0,27872000000.0,381435000000.0,935291000000.0,455346000000.0,-327238000000.0,-361482000000.0,208775000000.0,919202000000.0,16089000000.0,24352548000000.0,0.027698756906481,-223043000000.0,-46039000000.0,30234000000.0,-25890000000.0,172660000000.0,-210177000000.0,-12866000000.0,31.77857275288668,True,False,-10.110772906756619,-49.0,1.0,37.9,-46.2,-2.8,6.6,-5.7,15.9,-62.1,-10.1
EVF,Private_3,2024,1502085000000.0,1444335000000.0,40259000000.0,-153005000000.0,-645306000000.0,703774000000.0,46802982000000.0,0.0284688453902121,1484594000000.0,686283000000.0,17491000000.0,712248000000.0,409307000000.0,-297004000000.0,-387372000000.0,381435000000.0,709025000000.0,3223000000.0,33553388000000.0,0.0168904189094269,772346000000.0,294467000000.0,143999000000.0,-257934000000.0,-363944000000.0,735310000000.0,37036000000.0,32.97708445515894,False,False,71.942820425744,188.7,-27.8,-88.9,179.6,9.1,35.2,-63.0,16.5,163.1,72.0
HDB,Private_2,2018,9440355000000.0,7645693000000.0,438175000000.0,-4441456000000.0,-994271000000.0,4004628000000.0,123131648000000.0,,8083868000000.0,2648141000000.0,1356487000000.0,,,,,,,,,,,,,,,,,,False,False,0.0,,,,,,,,,,
HDB,Private_2,2019,11387989000000.0,9746555000000.0,625876000000.0,-5080492000000.0,-1289083000000.0,5018414000000.0,146324378000000.0,0.0459982499903729,10372431000000.0,4002856000000.0,1015558000000.0,8083868000000.0,4004628000000.0,-4441456000000.0,-994271000000.0,1356487000000.0,7645693000000.0,438175000000.0,123131648000000.0,,2288563000000.0,1013786000000.0,-639036000000.0,-294812000000.0,-340929000000.0,2100862000000.0,187701000000.0,17.214482336349754,False,False,25.31536012833152,57.1,-23.3,-8.5,52.5,4.7,-15.9,-7.4,8.6,43.9,25.3
HDB,Private_2,2020,13779435000000.0,11897705000000.0,949983000000.0,-6172829000000.0,-1788384000000.0,5818222000000.0,178323092000000.0,0.0459092237154717,12847688000000.0,4886475000000.0,931747000000.0,10372431000000.0,5018414000000.0,-5080492000000.0,-1289083000000.0,1015558000000.0,9746555000000.0,625876000000.0,146324378000000.0,0.0459982499903729,2475257000000.0,799808000000.0,-1092337000000.0,-499301000000.0,-83811000000.0,2151150000000.0,324107000000.0,19.71289904091968,False,False,15.937465502049053,49.3,-31.7,-1.7,42.9,6.5,-21.8,-9.9,9.9,33.0,15.9
HDB,Private_2,2021,16758245000000.0,13890777000000.0,1927438000000.0,-6382768000000.0,-2305860000000.0,8069617000000.0,203210901000000.0,0.0427711692362667,15818215000000.0,7129587000000.0,940030000000.0,12847688000000.0,5818222000000.0,-6172829000000.0,-1788384000000.0,931747000000.0,11897705000000.0,949983000000.0,178323092000000.0,0.0459092237154717,2970527000000.0,2251395000000.0,-209939000000.0,-517476000000.0,8283000000.0,1993072000000.0,977455000000.0,13.046181706802729,False,False,38.695584321120776,51.0,-12.5,0.2,34.2,16.8,-3.6,-8.9,6.5,27.7,38.7
HDB,Private_2,2022,21967104000000.0,18011568000000.0,2956818000000.0,-8630709000000.0,-3068339000000.0,10268056000000.0,263856383000000.0,0.0498456582335985,20968386000000.0,9269338000000.0,998718000000.0,15818215000000.0,8069617000000.0,-6382768000000.0,-2305860000000.0,940030000000.0,13890777000000.0,1927438000000.0,203210901000000.0,0.0427711692362667,5150171000000.0,2198439000000.0,-2247941000000.0,-762479000000.0,58688000000.0,4120791000000.0,1029380000000.0,25.968627680631982,False,False,27.24341192401077,63.8,-37.3,0.7,51.1,12.7,-27.9,-9.5,13.0,38.1,27.2
HDB,Private_2,2023,26413685000000.0,22183974000000.0,2187802000000.0,-9129202000000.0,-4267751000000.0,13016732000000.0,343404295000000.0,0.0482765453326344,24371776000000.0,10974823000000.0,2041909000000.0,20968386000000.0,10268056000000.0,-8630709000000.0,-3068339000000.0,998718000000.0,18011568000000.0,2956818000000.0,263856383000000.0,0.0498456582335985,3403390000000.0,2748676000000.0,-498493000000.0,-1199412000000.0,1043191000000.0,4172406000000.0,-769016000000.0,26.198933960943872,False,False,26.769195649108262,33.1,-16.5,10.2,40.6,-7.5,-4.8,-11.7,13.1,27.5,26.8
HDB,Private_2,2024,34032184000000.0,30857076000000.0,1416578000000.0,-11980755000000.0,-5321434000000.0,16729995000000.0,442484841000000.0,0.0520476727677208,32273654000000.0,14971465000000.0,1758530000000.0,24371776000000.0,13016732000000.0,-9129202000000.0,-4267751000000.0,2041909000000.0,22183974000000.0,2187802000000.0,343404295000000.0,0.0482765453326344,7901878000000.0,3713263000000.0,-2851553000000.0,-1053683000000.0,-283379000000.0,8673102000000.0,-771224000000.0,25.21489137877585,False,False,28.526845294195198,60.7,-30.0,-2.2,66.6,-5.9,-21.9,-8.1,12.6,54.0,28.5
KLB,Private_3,2018,1256162000000.0,974871000000.0,55959000000.0,-928436000000.0,-37644000000.0,290082000000.0,29471994000000.0,0.0019259872544096,1030830000000.0,64750000000.0,225332000000.0,,,,,,,,,,,,,,,,,,False,False,0.0,,,,,,,,,,
KLB,Private_3,2019,1202809000000.0,1007870000000.0,76456000000.0,-1041601000000.0,-75287000000.0,85921000000.0,33479645000000.0,0.0235857421009896,1084326000000.0,-32562000000.0,118483000000.0,1030830000000.0,290082000000.0,-928436000000.0,-37644000000.0,225332000000.0,974871000000.0,55959000000.0,29471994000000.0,0.0019259872544096,53496000000.0,-204161000000.0,-113165000000.0,-37643000000.0,-106849000000.0,32999000000.0,20497000000.0,12.732475480106245,False,False,-70.38044415027474,18.4,-52.0,-36.8,11.4,7.0,-39.0,-13.0,6.4,5.0,-70.4
KLB,Private_3,2020,1241278000000.0,952429000000.0,86979000000.0,-1085478000000.0,2410000000.0,158210000000.0,34716197000000.0,0.0189167157362798,1039408000000.0,-43660000000.0,201870000000.0,1084326000000.0,85921000000.0,-1041601000000.0,-75287000000.0,118483000000.0,1007870000000.0,76456000000.0,33479645000000.0,0.0235857421009896,-44918000000.0,72289000000.0,-43877000000.0,77697000000.0,83387000000.0,-55441000000.0,10523000000.0,3.6264732973016156,False,False,84.13426286938002,-52.2,39.4,97.1,-64.5,12.3,-51.1,90.4,1.8,-66.3,84.3
KLB,Private_3,2021,2318863000000.0,1930960000000.0,255650000000.0,-1227211000000.0,-81647000000.0,1010005000000.0,38387339000000.0,0.0289023817028776,2186610000000.0,877752000000.0,132253000000.0,1039408000000.0,158210000000.0,-1085478000000.0,2410000000.0,201870000000.0,952429000000.0,86979000000.0,34716197000000.0,0.0189167157362798,1147202000000.0,851795000000.0,-141733000000.0,-84057000000.0,-69617000000.0,978531000000.0,168671000000.0,10.043678324944501,False,False,538.395170975286,725.2,-142.7,-44.1,618.6,106.6,-89.4,-53.3,5.0,613.6,538.4
KLB,Private_3,2022,2613278000000.0,2091521000000.0,396044000000.0,-1459022000000.0,-472393000000.0,681863000000.0,44702595000000.0,0.0265300763470596,2487565000000.0,556150000000.0,125713000000.0,2186610000000.0,1010005000000.0,-1227211000000.0,-81647000000.0,132253000000.0,1930960000000.0,255650000000.0,38387339000000.0,0.0289023817028776,300955000000.0,-328142000000.0,-231811000000.0,-390746000000.0,-6540000000.0,160561000000.0,140394000000.0,15.201013398325722,False,False,-32.489146093336174,29.8,-61.6,-0.6,15.9,13.9,-22.9,-38.7,7.6,8.3,-32.4
KLB,Private_3,2023,2782404000000.0,2038106000000.0,512733000000.0,-1645837000000.0,-417920000000.0,718647000000.0,51783052000000.0,0.0259236035648952,2550839000000.0,487082000000.0,231565000000.0,2487565000000.0,681863000000.0,-1459022000000.0,-472393000000.0,125713000000.0,2091521000000.0,396044000000.0,44702595000000.0,0.0265300763470596,63274000000.0,36784000000.0,-186815000000.0,54473000000.0,105852000000.0,-53415000000.0,116689000000.0,14.676705230571754,True,False,5.394632059519287,9.3,-19.4,15.5,-7.8,17.1,-27.4,8.0,7.3,-15.1,5.4
KLB,Private_3,2024,3956581000000.0,3191226000000.0,480475000000.0,-2021575000000.0,-822948000000.0,1112058000000.0,61431909000000.0,0.0389662898488715,3671701000000.0,827178000000.0,284880000000.0,2550839000000.0,718647000000.0,-1645837000000.0,-417920000000.0,231565000000.0,2038106000000.0,512733000000.0,51783052000000.0,0.0259236035648952,1120862000000.0,393411000000.0,-375738000000.0,-405028000000.0,53315000000.0,1153120000000.0,-32258000000.0,17.045197763217885,False,False,54.74328842950712,156.0,-108.7,7.4,160.5,-4.5,-52.3,-56.4,8.5,152.0,54.7
LPB,Private_2,2018,4879445000000.0,5015786000000.0,152825000000.0,-3048068000000.0,-618436000000.0,1212941000000.0,119193424000000.0,0.0399607645988384,5168611000000.0,1502107000000.0,-289166000000.0,,,,,,,,,,,,,,,,,,False,False,0.0,,,,,,,,,,
LPB,Private_2,2019,6506595000000.0,6060876000000.0,393411000000.0,-4032180000000.0,-435591000000.0,2038824000000.0,140522626000000.0,0.0335905934393818,6454287000000.0,1986516000000.0,52308000000.0,5168611000000.0,1212941000000.0,-3048068000000.0,-618436000000.0,-289166000000.0,5015786000000.0,152825000000.0,119193424000000.0,0.0399607645988384,1285676000000.0,825883000000.0,-984112000000.0,182845000000.0,341474000000.0,1045090000000.0,240586000000.0,16.425016474723066,False,False,68.08929700620227,106.0,-66.0,28.1,86.1,19.8,-81.2,15.0,8.2,77.9,68.1
LPB,Private_2,2020,7771086000000.0,6720171000000.0,626801000000.0,-4645147000000.0,-699386000000.0,2426553000000.0,176621536000000.0,0.0316285642334578,7346972000000.0,2002439000000.0,424114000000.0,6454287000000.0,2038824000000.0,-4032180000000.0,-435591000000.0,52308000000.0,6060876000000.0,393411000000.0,140522626000000.0,0.0335905934393818,892685000000.0,387729000000.0,-612967000000.0,-263795000000.0,371806000000.0,659295000000.0,233390000000.0,22.76498471379713,False,False,19.017286435709998,43.8,-43.0,18.2,32.3,11.4,-30.1,-12.9,11.4,20.9,19.0
LPB,Private_2,2021,10050689000000.0,9017159000000.0,857882000000.0,-5090421000000.0,-1322250000000.0,3638018000000.0,208954136000000.0,0.035278891139331,9875041000000.0,3462370000000.0,175648000000.0,7346972000000.0,2426553000000.0,-4645147000000.0,-699386000000.0,424114000000.0,6720171000000.0,626801000000.0,176621536000000.0,0.0316285642334578,2528069000000.0,1211465000000.0,-445274000000.0,-622864000000.0,-248466000000.0,2296988000000.0,231081000000.0,16.77107885582574,False,False,49.92534677791913,104.2,-44.0,-10.2,94.7,9.5,-18.4,-25.7,8.4,86.3,50.0
LPB,Private_2,2022,14170311000000.0,11899969000000.0,1661862000000.0,-5306893000000.0,-3173737000000.0,5689681000000.0,235506871000000.0,0.0396077859071509,13561831000000.0,5081201000000.0,608480000000.0,9875041000000.0,3638018000000.0,-5090421000000.0,-1322250000000.0,175648000000.0,9017159000000.0,857882000000.0,208954136000000.0,0.035278891139331,3686790000000.0,2051663000000.0,-216472000000.0,-1851487000000.0,432832000000.0,2882810000000.0,803980000000.0,11.948285488180069,False,False,56.39507556037381,101.3,-56.8,11.9,79.2,22.1,-6.0,-50.9,6.0,73.2,56.4
LPB,Private_2,2023,15625305000000.0,11203129000000.0,3565627000000.0,-5759872000000.0,-2826040000000.0,7039393000000.0,275430884000000.0,0.0322981403168087,14768756000000.0,6182844000000.0,856549000000.0,13561831000000.0,5689681000000.0,-5306893000000.0,-3173737000000.0,608480000000.0,11899969000000.0,1661862000000.0,235506871000000.0,0.0396077859071509,1206925000000.0,1349712000000.0,-452979000000.0,347697000000.0,248069000000.0,-696840000000.0,1903765000000.0,15.627740408418243,False,False,23.722103225119298,21.2,-1.9,4.4,-12.2,33.4,-8.0,6.1,7.8,-20.0,23.7
LPB,Private_2,2024,19932430000000.0,15393743000000.0,3210999000000.0,-5810443000000.0,-1953819000000.0,12168168000000.0,331606315000000.0,0.0352150714786781,18604742000000.0,10840480000000.0,1327688000000.0,14768756000000.0,7039393000000.0,-5759872000000.0,-2826040000000.0,856549000000.0,11203129000000.0,3565627000000.0,275430884000000.0,0.0322981403168087,3835986000000.0,5128775000000.0,-50571000000.0,872221000000.0,471139000000.0,4190614000000.0,-354628000000.0,18.508068728750178,False,False,72.85819956351351,54.5,11.7,6.7,59.5,-5.0,-0.7,12.4,9.3,50.2,72.9
MBB,Private_1,2018,19536563000000.0,14583497000000.0,2561310000000.0,-8733802000000.0,-3035388000000.0,7767373000000.0,214685958000000.0,0.0297596661004194,17144807000000.0,5375617000000.0,2391756000000.0,,,,,,,,,,,,,,,,,,False,False,0.0,,,,,,,,,,
MBB,Private_1,2019,24650448000000.0,17999997000000.0,3185837000000.0,-9723706000000.0,-4890623000000.0,10036119000000.0,250330623000000.0,0.048856749761485,21185834000000.0,6571505000000.0,3464614000000.0,17144807000000.0,7767373000000.0,-8733802000000.0,-3035388000000.0,2391756000000.0,14583497000000.0,2561310000000.0,214685958000000.0,0.0297596661004194,4041027000000.0,2268746000000.0,-989904000000.0,-1855235000000.0,1072858000000.0,3416500000000.0,624527000000.0,15.330492054002695,False,False,29.208665529516864,52.0,-36.6,13.8,44.0,8.0,-12.7,-23.9,7.7,36.3,29.2
MBB,Private_1,2020,27362173000000.0,20277795000000.0,3575553000000.0,-10555457000000.0,-6118440000000.0,10688276000000.0,298296983000000.0,0.0472446487590225,23853348000000.0,7179451000000.0,3508825000000.0,21185834000000.0,10036119000000.0,-9723706000000.0,-4890623000000.0,3464614000000.0,17999997000000.0,3185837000000.0,250330623000000.0,0.048856749761485,2667514000000.0,652157000000.0,-831751000000.0,-1227817000000.0,44211000000.0,2277798000000.0,389716000000.0,17.485944737531124,False,False,6.4980995143640685,26.6,-20.5,0.4,22.7,3.9,-8.3,-12.2,8.7,14.0,6.5
MBB,Private_1,2021,36934498000000.0,26199554000000.0,4367378000000.0,-12377188000000.0,-8030051000000.0,16527259000000.0,363554778000000.0,0.0503247688370665,30566932000000.0,10159693000000.0,6367566000000.0,23853348000000.0,10688276000000.0,-10555457000000.0,-6118440000000.0,3508825000000.0,20277795000000.0,3575553000000.0,298296983000000.0,0.0472446487590225,6713584000000.0,5838983000000.0,-1821731000000.0,-1911611000000.0,2858741000000.0,5921759000000.0,791825000000.0,19.71976168844854,False,False,54.62979249413096,62.8,-34.9,26.8,55.4,7.4,-17.0,-17.9,9.9,45.5,54.7
MBB,Private_1,2022,45592625000000.0,36023122000000.0,4135568000000.0,-14815628000000.0,-8047677000000.0,22729320000000.0,460574482000000.0,0.0566062642777152,40158690000000.0,17295385000000.0,5433935000000.0,30566932000000.0,16527259000000.0,-12377188000000.0,-8030051000000.0,6367566000000.0,26199554000000.0,4367378000000.0,363554778000000.0,0.0503247688370665,9591758000000.0,6202061000000.0,-2438440000000.0,-17626000000.0,-933631000000.0,9823568000000.0,-231810000000.0,23.544778400417428,False,False,37.52625284083707,58.1,-14.9,-5.7,59.4,-1.4,-14.7,-0.1,11.8,47.6,37.5
MBB,Private_1,2023,47306062000000.0,38683848000000.0,4085225000000.0,-14912941000000.0,-6087032000000.0,26306089000000.0,611048830000000.0,0.0478614038857442,42769073000000.0,21769100000000.0,4536989000000.0,40158690000000.0,22729320000000.0,-14815628000000.0,-8047677000000.0,5433935000000.0,36023122000000.0,4135568000000.0,460574482000000.0,0.0566062642777152,2610383000000.0,3576769000000.0,-97313000000.0,1960645000000.0,-896946000000.0,2660726000000.0,-50343000000.0,28.083440573752654,False,False,15.73636606814458,11.5,8.2,-3.9,11.7,-0.2,-0.4,8.6,14.0,-2.3,15.8
MBB,Private_1,2024,55413222000000.0,41152219000000.0,4368249000000.0,-17007250000000.0,-9576644000000.0,28829328000000.0,776657846000000.0,0.0407329367356565,45520468000000.0,18936574000000.0,9892754000000.0,42769073000000.0,26306089000000.0,-14912941000000.0,-6087032000000.0,4536989000000.0,38683848000000.0,4085225000000.0,611048830000000.0,0.0478614038857442,2751395000000.0,2523239000000.0,-2094309000000.0,-3489612000000.0,5355765000000.0,2468371000000.0,283024000000.0,23.86801459763245,False,False,9.591843926324433,10.5,-21.2,20.4,9.4,1.1,-8.0,-13.3,11.9,-2.5,9.7
MSB,Private_2,2018,4716110000000.0,2902271000000.0,271586000000.0,-2923739000000.0,-739595000000.0,1052776000000.0,48762243000000.0,0.0031470492498579,3173857000000.0,-489477000000.0,1542253000000.0,,,,,,,,,,,,,,,,,,False,False,0.0,,,,,,,,,,
MSB,Private_2,2019,4715154000000.0,3062104000000.0,522253000000.0,-2502184000000.0,-925148000000.0,1287822000000.0,63594389000000.0,0.0244560373731785,3584357000000.0,157025000000.0,1130797000000.0,3173857000000.0,1052776000000.0,-2923739000000.0,-739595000000.0,1542253000000.0,2902271000000.0,271586000000.0,48762243000000.0,0.0031470492498579,410500000000.0,235046000000.0,421555000000.0,-185553000000.0,-411456000000.0,159833000000.0,250667000000.0,26.401905674780284,False,False,22.326306830702826,39.0,22.4,-39.1,15.2,23.8,40.0,-17.6,13.2,2.0,22.3
MSB,Private_2,2020,7182480000000.0,4822389000000.0,820670000000.0,-3585922000000.0,-1073244000000.0,2523314000000.0,79340579000000.0,0.0334125327319146,5643059000000.0,983893000000.0,1539421000000.0,3584357000000.0,1287822000000.0,-2502184000000.0,-925148000000.0,1130797000000.0,3062104000000.0,522253000000.0,63594389000000.0,0.0244560373731785,2058702000000.0,1235492000000.0,-1083738000000.0,-148096000000.0,408624000000.0,1760285000000.0,298417000000.0,22.03266313390856,False,False,95.93655023753283,159.8,-95.6,31.8,136.7,23.2,-84.1,-11.5,11.0,125.7,96.0
MSB,Private_2,2021,10588242000000.0,6216244000000.0,2873439000000.0,-3931913000000.0,-1567866000000.0,5088463000000.0,101562609000000.0,0.0365214877498087,9089683000000.0,3589904000000.0,1498559000000.0,5643059000000.0,2523314000000.0,-3585922000000.0,-1073244000000.0,1539421000000.0,4822389000000.0,820670000000.0,79340579000000.0,0.0334125327319146,3446624000000.0,2565149000000.0,-345991000000.0,-494622000000.0,-40862000000.0,1393855000000.0,2052769000000.0,24.567869970318046,False,False,101.6579387266111,136.6,-33.3,-1.6,55.2,81.3,-13.7,-19.6,12.3,42.9,101.7
MSB,Private_2,2022,10693674000000.0,8321791000000.0,1112464000000.0,-4427964000000.0,-478507000000.0,5787203000000.0,120643542000000.0,0.0436234607905231,9434255000000.0,4527784000000.0,1259419000000.0,9089683000000.0,5088463000000.0,-3931913000000.0,-1567866000000.0,1498559000000.0,6216244000000.0,2873439000000.0,101562609000000.0,0.0365214877498087,344572000000.0,698740000000.0,-496051000000.0,1089359000000.0,-239140000000.0,2105547000000.0,-1760975000000.0,17.174081738178344,False,False,13.731847907708083,6.8,11.7,-4.7,41.4,-34.6,-9.7,21.4,8.6,32.8,13.8
MSB,Private_2,2023,12258987000000.0,9188515000000.0,1597025000000.0,-4812331000000.0,-1616746000000.0,5829910000000.0,149145386000000.0,0.0410245503639491,10785540000000.0,4356463000000.0,1473447000000.0,9434255000000.0,5787203000000.0,-4427964000000.0,-478507000000.0,1259419000000.0,8321791000000.0,1112464000000.0,120643542000000.0,0.0436234607905231,1351285000000.0,42707000000.0,-384367000000.0,-1138239000000.0,214028000000.0,866724000000.0,484561000000.0,21.128994589429556,True,True,0.7379557966084825,0.9,-0.9,0.7,0.9,0.9,-0.9,-0.9,10.6,-9.7,0.7
MSB,Private_2,2024,14218240000000.0,10243064000000.0,1354055000000.0,-5229935000000.0,-2084463000000.0,6903842000000.0,176493451000000.0,0.0364969337360228,11597119000000.0,4282721000000.0,2621121000000.0,10785540000000.0,5829910000000.0,-4812331000000.0,-1616746000000.0,1473447000000.0,9188515000000.0,1597025000000.0,149145386000000.0,0.0410245503639491,811579000000.0,1073932000000.0,-417604000000.0,-467717000000.0,1147674000000.0,1054549000000.0,-242970000000.0,16.79656226017046,False,False,18.421073395644186,13.9,-15.2,19.7,18.1,-4.2,-7.2,-8.0,8.4,9.7,18.4
NAB,Private_3,2018,1796240000000.0,1706613000000.0,52524000000.0,-1154419000000.0,101142000000.0,742963000000.0,50814947000000.0,0.0070149301216164,1759137000000.0,705860000000.0,37103000000.0,,,,,,,,,,,,,,,,,,False,False,0.0,,,,,,,,,,
NAB,Private_3,2019,2466054000000.0,2186136000000.0,73365000000.0,-1553650000000.0,12142000000.0,924546000000.0,67545653000000.0,0.026848952425437,2259501000000.0,717993000000.0,206553000000.0,1759137000000.0,742963000000.0,-1154419000000.0,101142000000.0,37103000000.0,1706613000000.0,52524000000.0,50814947000000.0,0.0070149301216164,500364000000.0,181583000000.0,-399231000000.0,-89000000000.0,169450000000.0,479523000000.0,20841000000.0,28.270735362950173,False,False,24.440382630090596,67.4,-65.7,22.8,64.5,2.8,-53.7,-12.0,14.1,50.4,24.5
NAB,Private_3,2020,3194464000000.0,2603945000000.0,117408000000.0,-1630769000000.0,-558209000000.0,1005486000000.0,89171618000000.0,0.0241215627569729,2721353000000.0,532375000000.0,473111000000.0,2259501000000.0,924546000000.0,-1553650000000.0,12142000000.0,206553000000.0,2186136000000.0,73365000000.0,67545653000000.0,0.026848952425437,461852000000.0,80940000000.0,-77119000000.0,-570351000000.0,266558000000.0,417809000000.0,44043000000.0,27.598700337246175,False,True,8.754567106450084,43.8,-43.8,28.8,43.8,4.8,-8.3,-43.8,13.8,30.0,28.8
