TICKER,Type,YEARREPORT,LENGTHREPORT,ENDDATE_x,Year,TOI,PBT,NIM,Loan yield,Deposit yield,ROA,ROE,NPL,GROUP 2,NPL Formation (%),G2 Formation (%),NPL Coverage ratio,Provision/ Total Loan,Loan,Deposit,Total Assets,Total Equity,Leverage Multiple,Net Interest Income,OPEX,PPOP,Provision expense,NPATMI,LDR,CASA,CIR,Individual %,Fees/ Total asset,Provision on Balance Sheet,Write-off,Overdue_loan
ACB,Private_1,2024,5,2024-12-31,2024,33514759000000.0,21005871000000.0,0.03584620795388822,0.07918650409004836,0.028191230961161915,0.021215270283763632,0.21745919842745426,0.014895537874008685,0.004786393701543282,0.006142899145510219,0.0053310174876038,0.7791723904155945,0.011606191851817368,580686248000000.0,537304578000000.0,864005703000000.0,83461678000000.0,10.352124755986814,27794702000000.0,-10902603000000.0,22612156000000.0,-1606285000000.0,16789768000000.0,1.0807394386280476,0.22511863838986312,0.3253075160110804,0.6486926385142403,0.004092474605128516,-6739556000000.0,-232879999999.99997,0.019681931575551967
BAB,Private_3,2018,5,2018-12-31,2018,1996735000000.0,842466000000.0,0.0026935025832776735,0.0132188048111462,0.0027678661935399062,0.0010475754587332662,0.010591043225574621,0.007628625550890079,0.0006281707952471901,,,1.216368386006249,0.009279218948782197,63979415000000.0,72534422000000.0,97029061000000.0,7082456000000.0,13.699917232101406,1698672000000.0,-879857000000.0,1116878000000.0,-274412000000.0,677210000000.0,0.8820559016793433,0.010784383171895959,0.440647857627577,0.726722996479839,0.0001129298131884694,-593679000000.0,,0.008256796346137268
BAB,Private_3,2019,5,2019-12-31,2019,2192386000000.0,933893000000.0,0.019904589086969748,0.1082085086217003,0.022425286410510482,0.007314662103038555,0.10061540099403649,0.006855934363710234,0.0006584782547651202,,,1.3094219100606768,0.008977310669780086,72933312000000.0,76163271000000.0,107889769000000.0,7814985000000.0,13.8054991788212,1966555000000.0,-1103592000000.0,1088794000000.0,-154901000000.0,749456000000.0,0.9575916454533577,0.018666005035419236,0.5033748619084413,0.0,0.0007097932386203844,-654745000000.0,,0.007514412618475354
BAB,Private_3,2020,5,2020-12-31,2020,2229528000000.0,734813000000.0,0.018649587853006865,0.10821920195104491,0.013371650254971508,0.005222997942386154,0.07266329582836353,0.007905295267624644,0.0005590227030890809,0.0017546714456077354,0.0017050919064254206,1.3085716560509555,0.010344645319927362,79440423000000.0,86442223000000.0,117189393000000.0,8363582000000.0,14.011866327131127,2031071000000.0,-1240389000000.0,989139000000.0,-254326000000.0,587794000000.0,0.919000232097224,0.016835557317863053,0.5563460068678213,0.6799570305464455,0.0005310309445705152,-821783000000.0,0.0,0.008464317970713725
BAB,Private_3,2021,5,2021-12-31,2021,2464088000000.0,908365000000.0,0.018390939345630505,0.10161138582321518,0.004305986170797405,0.006129929319836043,0.08341664884171297,0.007746046765269581,0.0018366427564764569,0.0003436915233948339,0.0017405622324040244,1.617743242438994,0.012531114810131291,84598379000000.0,93440398000000.0,119791806000000.0,9051143000000.0,13.23499208884447,2117228000000.0,-1312134000000.0,1151954000000.0,-243589000000.0,726339000000.0,0.905372631225308,0.033408397939400904,0.5325028976237861,0.7051188050142337,0.000547376756246389,-1060112000000.0,0.0,0.009582689521746037
BAB,Private_3,2022,5,2022-12-31,2022,2867676000000.0,1038959000000.0,0.020841345863201008,0.10197775357702776,0.0013575077362879496,0.006698053767803785,0.08832355324812666,0.005459793073992304,0.006556970525049777,-0.0016717105182358163,0.00378665647955264,2.037674238488049,0.01112527969434959,94120600000000.0,96904601000000.0,128793538000000.0,9800431000000.0,13.141619792027514,2513199000000.0,-1716333000000.0,1151343000000.0,-112384000000.0,832519000000.0,0.9712707036480136,0.07280590319958079,0.5985100827290112,0.6750963717033817,0.0007331888399663658,-1047118000000.0,0.0,0.01201676359904208
BAB,Private_3,2023,5,2023-12-31,2023,3046313000000.0,1060834000000.0,0.01755439608046641,0.11478608472270141,0.010000556496684005,0.006080111790702684,0.08267258350674378,0.009170060580963351,0.009370152765575932,0.004268863564405667,0.007652830517442515,1.310177171395278,0.012014404033489903,99853975000000.0,118476923000000.0,152243071000000.0,10868259000000.0,14.008045906892724,2389271000000.0,-1832911000000.0,1213402000000.0,-152568000000.0,854367000000.0,0.8428137098057484,0.04429990134028042,0.6016817707175854,0.0,0.0007461803668432393,-1199686000000.0,0.0,0.018540213346539283
BAB,Private_3,2024,5,2024-12-31,2024,3660963000000.0,1260278000000.0,0.02156335537330114,0.097902589867924,0.008048594911206472,0.006365503736691158,0.08929124470231815,0.012406446484016967,0.0035545507351870246,0.0044416926416800135,-0.0010286554340976411,0.9744489431347721,0.012089448664408444,109552804000000.0,122549687000000.0,165486693000000.0,11782450000000.0,14.045185254340142,3321210000000.0,-2249272000000.0,1411691000000.0,-151413000000.0,1011255000000.0,0.8939460122815328,0.029232828640353852,0.6143935352528829,0.6831738602071356,0.000664596219572303,-1324433000000.0,-26666000.0,0.015960997219203993
BID,SOCB,2018,5,2018-12-31,2018,44483062000000.0,9472505000000.0,0.04836243746340926,0.13740134969476375,0.02920393827277498,0.010201837951852977,0.221843361205653,0.01901656471894427,0.023286558053280768,,,0.6597499310593878,0.012546177262309869,988738780000000.0,989671155000000.0,1313037674000000.0,54551462000000.0,24.06970639943619,34955864000000.0,-16116922000000.0,28366140000000.0,-18893635000000.0,7357869000000.0,0.999057894134542,0.17140916368326406,0.36231593049956856,0.3273776654979736,0.004803166020462346,-12404892000000.0,,0.04230312277222503
BID,SOCB,2019,5,2019-12-31,2019,48121240000000.0,10732209000000.0,0.026229051405422667,0.08148994444706863,0.021634365750634158,0.0060990170161800365,0.12659923993628566,0.017454289319957905,0.022331152190932554,,,0.7505042724284671,0.013099518706830971,1116997985000000.0,1114162624000000.0,1489957293000000.0,77652981000000.0,19.187380494768128,35977808000000.0,-17257115000000.0,30864125000000.0,-20131916000000.0,8368491000000.0,1.0025448358605145,0.17136579246801228,0.35861742132995744,0.35556179498445256,0.0030441231969575632,-14632136000000.0,,0.03978544151089046
BID,SOCB,2020,5,2020-12-31,2020,50037144000000.0,9026243000000.0,0.024324719714419105,0.07520723402776149,0.015311488768286759,0.00480506996539817,0.08895918758035185,0.017598196385599965,0.01124731774194652,0.016755636313882875,0.006651517818091677,0.8917392134872367,0.015693001803688846,1214295916000000.0,1226673942000000.0,1516685712000000.0,79646612000000.0,19.04268962501506,35796799000000.0,-17692960000000.0,32344184000000.0,-23317941000000.0,6996622000000.0,0.9899092777826367,0.18573826116214998,0.35359652021706117,0.3702360963886375,0.0035031634891419376,-19055948000000.0,-16843000000000.0,0.028845514127546483
BID,SOCB,2021,5,2021-12-31,2021,62493799000000.0,13547651000000.0,0.029009677980452054,0.07027779319417034,0.012718291250347388,0.006613794634195203,0.12700825406678057,0.009999992300495596,0.011244197516359423,0.005854370344435878,0.007150747100099775,2.1484599945845053,0.021484583403767864,1354632643000000.0,1380397799000000.0,1761695792000000.0,86329026000000.0,20.406760896387272,46823308000000.0,-19465321000000.0,43028478000000.0,-29480827000000.0,10540138000000.0,0.9813349774835449,0.19749177896218886,0.3114760394067258,0.41245606541554725,0.004035089260923307,-29103718000000.0,-14932040000000.0,0.021244189816855018
BID,SOCB,2022,5,2022-12-31,2022,69582444000000.0,23009485000000.0,0.029235754543211673,0.07430798138245828,0.014344735430393392,0.009489214868460407,0.19062140782258166,0.011576784011110224,0.016808352400102474,0.0139480486445062,0.021591657451296188,2.169160930795477,0.025111907581158048,1522221714000000.0,1473598150000000.0,2120609384000000.0,104189995000000.0,20.353291925966595,56069684000000.0,-22557474000000.0,47024970000000.0,-24015485000000.0,18158502000000.0,1.0329964882217042,0.1886774620340016,0.32418341040162374,0.45450286149491403,0.0029096450402280277,-38225891000000.0,-14818366000000.0,0.028385136411212698
BID,SOCB,2023,5,2023-12-31,2023,73013017000000.0,27588904000000.0,0.02572579933650393,0.08185465655923407,0.01772000815546196,0.009941083250125564,0.1894231755598302,0.012582750678426239,0.015780542375590453,0.014892906067164405,0.01651321996580059,1.809246047709232,0.02276529193425333,1777664882000000.0,1704690185000000.0,2300868728000000.0,122866889000000.0,18.72651571734676,56135566000000.0,-25080598000000.0,47932419000000.0,-20343515000000.0,21504918000000.0,1.0428081874595883,0.20242454202902566,0.3435085828599577,0.45224343568562875,0.0029717980429075116,-40469060000000.0,-17924823000000.0,0.02836329305401669
BID,SOCB,2024,5,2024-12-31,2024,81060866000000.0,31984869000000.0,0.023241311382446353,0.06272854600368233,0.014754855472722933,0.010116852596182238,0.1877677539770425,0.014121799164062693,0.016611889517541813,0.017005186582743102,0.02043828472277825,1.310074297457709,0.018500606118698297,2056082420000000.0,1953165486000000.0,2760791854000000.0,144911113000000.0,19.051622728203046,58007576000000.0,-27966817000000.0,53094049000000.0,-21109180000000.0,25140037000000.0,1.0526923779565496,0.2014963380322603,0.3450100940199677,0.4840329675148667,0.0027953059615090565,-38038771000000.0,-23561854000000.0,0.030733688681604504
