BALANCESHEETID,ORGANCODE,COMTYPECODE,TICKER,YEARREPORT,LENGTHREPORT,LENGTHSERIES,STARTDATE,ENDDATE,SOURCENAME,NOTE,PUBLICDATE,ISAUDIT,BSA53,BSA2,BSB97,BSB98,BSB99,BSB100,BSB101,BSB102,BSB103,BSB104,BSB105,BSB106,BSB107,BSB108,BSB109,BSA43,BSA44,BSA45,BSA46,BSA47,BSA29,BSA30,BSA33,BSA36,BSA40,BSB110,BSA96,BSA54,BSB111,BSB112,BSB113,BSB114,BSB115,BSB116,BSB117,BSA78,BSB118,BSA80,BSB119,BSA81,BSA83,BSB120,BSA82,BSB121,BSA85,BSA84,BSA90,BSA95,BSB157,BSB122,BSB123,BSB124,BSB125,BSB126,BSB158,BSB127,BSB128,BSB129,BSB130,BSB131,BSB132,BSB258,BSB259,BSB260,BSB261,BSB262,BSB263,BSA276,BSA277,BSA31,BSA32,BSA34,BSA35,BSA37,BSA38,BSA41,BSA42,BSB264,BSB265,BSB266,BSB267,BSB268,BSB269,BSB270,BSB271,BSB272,BSB273,BSB274,BSB275,BSA177,BSA178,BSA210,BSB179,BSB180,BSB181,BSB182,BSB183,BSB184,BSB185,BSB186,STATUS,CREATEDATE,UPDATEDATE,W_DATASOURCE_NUM_ID,W_INSERT_DT,W_INTEGRATION_ID,W_BATCH_ID
1766671,WEB,NH,WEB,2010,5,,2010-01-01,2010-12-31,BCTC KT 2010,,2011-06-29,True,9335004575492.0,45360714138.0,648586104213.0,970752771131.0,0.0,0.0,0.0,0.0,3942621794392.0,3972547121115.0,-29925326723.0,2385983970059.0,516946610000.0,1870088985059.0,-1051625000.0,5580000000.0,0.0,0.0,5580000000.0,0.0,138317713628.0,60975633196.0,0.0,77342080432.0,0.0,1197801507931.0,9335004575492.0,7249538295630.0,68582783225.0,1282116304241.0,5593260167411.0,0.0,84377570228.0,127333830326.0,93867640199.0,2085466279862.0,1993434350000.0,2000000000000.0,0.0,2000000000.0,-8565650000.0,0.0,0.0,47226178954.0,0.0,0.0,44805750908.0,0.0,77120582151.0,56894981797.0,56894981797.0,0.0,0.0,20225600354.0,0.0,8180694000.0,7837726085.0,1260000000.0,0.0,2947180269.0,-182390934.0,970752771131.0,,,,,,0.0,0.0,60975633196.0,,0.0,,77342080432.0,,0.0,,,,,1197801507931.0,,,1282116304241.0,,,,93867640199.0,,44805750908.0,,,,,,,,,,,1.0,2015-07-18 00:00:00.000,2015-07-18 08:36:58.000,2,2022-09-16 09:50:29.967,,TOOLS_MIGRATION_20221609
1766673,WEB,NH,WEB,2009,5,,2009-01-01,2009-12-31,BCTC KT 2010,,2011-06-29,True,10314177170987.0,13434942504.0,86164743805.0,6131256765022.0,0.0,0.0,0.0,0.0,1785004136846.0,1791247603846.0,-6243467000.0,1850214400000.0,0.0,1850214400000.0,0.0,4040000000.0,0.0,0.0,4040000000.0,0.0,118916755217.0,51068996301.0,0.0,67847758916.0,0.0,325145427593.0,10314177170987.0,9177349105012.0,0.0,5658642064289.0,3309043883929.0,0.0,44588004510.0,0.0,165075152284.0,1136828065975.0,993434350000.0,1000000000000.0,0.0,2000000000.0,-8565650000.0,0.0,0.0,39973778954.0,0.0,0.0,103419937021.0,0.0,12605360750.0,0.0,0.0,0.0,0.0,12605360750.0,0.0,991344930.0,4153222820.0,1250793000.0,0.0,6210000000.0,0.0,6131256765022.0,,,,,,0.0,0.0,51068996301.0,,0.0,,67847758916.0,,0.0,,,,,325145427593.0,,,5658642064289.0,,,,165075152284.0,,103419937021.0,,,,,,,,,,,1.0,2015-07-18 00:00:00.000,2015-07-18 08:36:57.000,2,2022-09-16 09:50:29.967,,TOOLS_MIGRATION_20221609
1766863,WEB,NH,WEB,2011,2,,2011-04-01,2011-06-30,OTC - BCTC Q2/2011,,2011-09-21,False,18087463546974.0,78350091371.0,188644920751.0,7478507636732.0,0.0,0.0,0.0,0.0,4413221068999.0,4449756917032.0,-36535848033.0,2391865450909.0,521081590850.0,1871835485059.0,-1051625000.0,34714259085.0,0.0,0.0,34714259085.0,0.0,148891209404.0,68886401925.0,0.0,80004807479.0,0.0,3353268909723.0,18087463546974.0,14877714089374.0,0.0,4023522781871.0,10377396372342.0,0.0,89180672235.0,230624859148.0,156989403778.0,3209749457600.0,2993434350000.0,3000000000000.0,0.0,2000000000.0,-8565650000.0,0.0,0.0,47319901429.0,-8.0,0.0,168995206179.0,0.0,127449305979.0,1224709200.0,0.0,0.0,1224709200.0,126224596779.0,0.0,0.0,0.0,0.0,0.0,126224596779.0,0.0,7478507636732.0,,,,,,0.0,0.0,68886401925.0,,0.0,,80004807479.0,,0.0,,,,,3353268909723.0,,,4023522781871.0,,,,156989403778.0,,168995206179.0,,,,,,,,,,,1.0,2015-07-18 00:00:00.000,2015-07-18 08:36:56.000,2,2022-09-16 09:50:29.967,,TOOLS_MIGRATION_20221609
1766925,WEB,NH,WEB,2008,3,,2008-07-01,2008-09-30,OTC- BCTC Q3/2008,,2011-12-19,False,1969747691739.0,11566775200.0,80874587376.0,426189660681.0,0.0,0.0,0.0,0.0,1258816006159.0,1259775714159.0,-959708000.0,1346600000.0,0.0,1346600000.0,0.0,33685000000.0,0.0,0.0,33685000000.0,0.0,51835680642.0,21431705529.0,0.0,30403975113.0,0.0,105433381681.0,1969747691739.0,924965914854.0,0.0,238840488399.0,601675244280.0,0.0,57751676436.0,0.0,26698505739.0,1044781776885.0,1002000000000.0,1000000000000.0,0.0,2000000000.0,0.0,0.0,0.0,3691259436.0,634535.0,0.0,39089882914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426189660681.0,,,,,,0.0,0.0,21431705529.0,,0.0,,30403975113.0,,0.0,,,,,105433381681.0,,,238840488399.0,,,,26698505739.0,,39089882914.0,,,,,,,,,,,1.0,2015-07-18 00:00:00.000,2015-07-18 08:36:53.000,2,2022-09-16 09:50:29.967,,TOOLS_MIGRATION_20221609
1766952,WEB,NH,WEB,2011,5,,2011-01-01,2011-12-31,WEB- BCTC NAM 2011,,2012-03-27,True,20550641863300.0,57242215873.0,44926659046.0,3662323686988.0,0.0,0.0,0.0,0.0,8810997771049.0,8854234440084.0,-43236669035.0,2735853796534.0,2739588142384.0,0.0,-3734345850.0,185863139179.0,0.0,0.0,187714259085.0,-1851119906.0,1265745397745.0,86122781760.0,0.0,1179622615985.0,0.0,3787689196886.0,20550641863300.0,17383813654234.0,417559949356.0,3815165525634.0,12629595269155.0,0.0,82658204075.0,200087062929.0,238747643085.0,3162784765019.0,2993434350000.0,3000000000000.0,0.0,2000000000.0,-8565650000.0,0.0,0.0,64884178954.0,0.0,0.0,104466236065.0,4043444047.0,132014381393.0,10186500000.0,0.0,0.0,10186500000.0,121827881393.0,0.0,0.0,0.0,0.0,0.0,121827881393.0,0.0,3662323686988.0,,,,,,0.0,0.0,86122781760.0,,0.0,,1179622615985.0,,0.0,,,,,3787689196886.0,,,3815165525634.0,,,,238747643085.0,,104466236065.0,,,,,,,,,,,1.0,2015-07-18 00:00:00.000,2015-07-18 08:36:55.000,2,2022-09-16 09:50:29.967,,TOOLS_MIGRATION_20221609
1767018,WEB,NH,WEB,2012,2,,2012-04-01,2012-06-30,OTC_BCTC Q2\2012,,2012-10-16,False,14268474439908.0,91349743964.0,72012321253.0,1424073414157.0,0.0,0.0,0.0,0.0,4929861477915.0,4978261325948.0,-48399848033.0,2831425584750.0,2833941805600.0,0.0,-2516220850.0,185863139179.0,0.0,0.0,187714259085.0,-1851119906.0,255005819133.0,82138149996.0,0.0,172867669137.0,0.0,4478882939557.0,14268474439908.0,10987096805110.0,296554482624.0,1165041022792.0,9341515978774.0,0.0,76865737138.0,25701373.0,107093882409.0,3277375722347.0,2993434350000.0,3000000000000.0,0.0,2000000000.0,-8565650000.0,0.0,0.0,47318701429.0,5.0,0.0,236622670913.0,4001912451.0,22196903178.0,1414460722.0,0.0,0.0,1414460722.0,20782442456.0,0.0,0.0,0.0,0.0,0.0,20782442456.0,0.0,1424073414157.0,,,,,,0.0,0.0,82138149996.0,,0.0,,172867669137.0,,0.0,,,,,4478882939557.0,,,1165041022792.0,,,,107093882409.0,,236622670913.0,,,,,,,,,,,1.0,2015-07-18 00:00:00.000,2015-07-18 08:36:54.000,2,2022-09-16 09:50:29.967,,TOOLS_MIGRATION_20221609
1767155,WEB,NH,WEB,2012,5,,2012-01-01,2012-12-31,WEB- BCTC KT 2012,,2013-05-10,True,15122565361451.0,38809772793.0,869313689501.0,1529103905099.0,0.0,0.0,0.0,0.0,5147982787058.0,5253894919045.0,-105912131987.0,2900893690324.0,2903400713674.0,0.0,-2507023350.0,134850914.0,0.0,0.0,2014259085.0,-1879408171.0,1207138643166.0,83624112712.0,0.0,1123514530454.0,0.0,3429188022596.0,15122565361451.0,11919263094986.0,0.0,752688724910.0,10929952238611.0,0.0,58957123353.0,21216444.0,177643791668.0,3199346778366.0,2993434350000.0,3000000000000.0,0.0,2000000000.0,-8565650000.0,0.0,0.0,64884178954.0,0.0,0.0,141028249412.0,3955488099.0,7302105740.0,0.0,0.0,0.0,0.0,7302105740.0,0.0,0.0,0.0,0.0,0.0,7302105740.0,0.0,1529103905099.0,,,,,,0.0,0.0,83624112712.0,,0.0,,1123514530454.0,,0.0,,,,,3429188022596.0,,,752688724910.0,,,,177643791668.0,,141028249412.0,,,,,,,,,,,1.0,2015-07-18 00:00:00.000,2015-07-18 08:36:49.000,2,2022-09-16 09:50:29.967,,TOOLS_MIGRATION_20221609
1767183,WEB,NH,WEB,2008,5,,2008-01-01,2008-12-31,BCTC 2009,,2013-08-30,True,2661681000000.0,9932000000.0,161733000000.0,866541000000.0,0.0,0.0,0.0,0.0,1358741000000.0,1364529000000.0,-5788000000.0,224000000.0,0.0,224000000.0,0.0,2500000000.0,0.0,0.0,2500000000.0,0.0,112021000000.0,50302000000.0,0.0,61719000000.0,0.0,149989000000.0,2661681000000.0,1560003000000.0,0.0,619619000000.0,859372000000.0,0.0,32630000000.0,0.0,48382000000.0,1101678000000.0,997025000000.0,1000000000000.0,0.0,2000000000.0,-4975000000.0,0.0,0.0,22589000000.0,0.0,0.0,82064000000.0,0.0,6781000000.0,0.0,0.0,0.0,0.0,6781000000.0,0.0,0.0,3751000000.0,45000000.0,0.0,2985000000.0,0.0,866541000000.0,,,,,,0.0,0.0,50302000000.0,,0.0,,61719000000.0,,0.0,,,,,149989000000.0,,,619619000000.0,,,,48382000000.0,,82064000000.0,,,,,,,,,,,1.0,2015-07-18 00:00:00.000,2015-07-18 08:37:00.000,2,2022-09-16 09:50:29.967,,TOOLS_MIGRATION_20221609
2969858,HDB,NH,HDB,2018,4,3.0,2018-10-01,2018-12-31,HDB - BCTC Q4/2018,,2019-01-30,False,216107406000000.0,2096395000000.0,5385604000000.0,32425544000000.0,2596626000000.0,2603376000000.0,-6750000000.0,208294000000.0,121791723000000.0,123131648000000.0,-1339925000000.0,42694913000000.0,25754996000000.0,17888621000000.0,-948704000000.0,164931000000.0,0.0,0.0,185117000000.0,-20186000000.0,1615456000000.0,569227000000.0,0.0,1046229000000.0,51955000000.0,7075965000000.0,216107406000000.0,199279266000000.0,7911883000000.0,40689261000000.0,128060094000000.0,0.0,3045666000000.0,14927000000000.0,4645362000000.0,16828140000000.0,11852342000000.0,9810000000000.0,89000000.0,2042255000000.0,-2000000.0,0.0,0.0,775800000000.0,0.0,0.0,3007022000000.0,0.0,8237577000000.0,4891115000000.0,0.0,0.0,4891115000000.0,3346462000000.0,8564000000.0,0.0,0.0,0.0,0.0,3337898000000.0,81436237000000.0,30695162000000.0,1730382000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1171919000000.0,-602692000000.0,0.0,0.0,1240443000000.0,-194214000000.0,52347000000.0,-392000000.0,2024124000000.0,3519215000000.0,0.0,1571947000000.0,27852000000.0,-39321000000.0,22837748000000.0,17851513000000.0,3143348000000.0,1585000000.0,1500429000000.0,0.0,0.0,3007022000000.0,1192976000000.0,74523122000000.0,4414221000000.0,3471919000000.0,66636982000000.0,0.0,0.0,4891115000000.0,2022000000000.0,1.0,2019-01-30 21:29:40.627,2019-01-30 21:29:40.627,2,2021-06-02 08:05:07.700,,
1994880,HDB,NH,HDB,2017,2,3.0,2017-04-01,2017-06-30,OTC_BCTC Q2/2017,,2017-11-07,True,169528338000000.0,1361279000000.0,5583069000000.0,22723038000000.0,397000000000.0,400000000000.0,-3000000000.0,0.0,95875982000000.0,96945442000000.0,-1069460000000.0,32459476000000.0,25016638000000.0,8508655000000.0,-1065817000000.0,372427000000.0,0.0,0.0,485658000000.0,-113231000000.0,1315165000000.0,487161000000.0,0.0,828004000000.0,58444000000.0,9376969000000.0,169528338000000.0,158879493000000.0,153157000000.0,25107077000000.0,115710752000000.0,88896000000.0,2907267000000.0,11353000000000.0,3559344000000.0,10648845000000.0,8104686000000.0,8100000000000.0,89000000.0,4599000000.0,-2000000.0,0.0,0.0,463362000000.0,-4010000000.0,0.0,1364964000000.0,0.0,3029567000000.0,0.0,0.0,0.0,0.0,3029567000000.0,8762000000.0,0.0,0.0,0.0,0.0,3020805000000.0,43598957000000.0,20324082000000.0,2398956000000.0,0.0,5489000000.0,8127000000.0,-2638000000.0,0.0,0.0,1008283000000.0,-521122000000.0,0.0,0.0,1000122000000.0,-172118000000.0,58649000000.0,-205000000.0,4868298000000.0,3019485000000.0,17311000000.0,1506902000000.0,36496000000.0,-35027000000.0,17593161000000.0,7513916000000.0,2752389000000.0,0.0,806955000000.0,0.0,0.0,1364964000000.0,719843000000.0,42532862000000.0,2990506000000.0,2062100000000.0,37480256000000.0,0.0,0.0,1066095000000.0,0.0,1.0,2017-08-03 20:25:01.660,2019-08-01 09:10:39.420,2,2019-12-11 09:50:20.887,,
3547675,HDB,NH,HDB,2020,1,3.0,2020-01-01,2020-03-31,,,2020-04-29,False,231773724000000.0,1892955000000.0,1891534000000.0,18920348000000.0,4812614000000.0,4816174000000.0,-3560000000.0,0.0,150733323000000.0,152405077000000.0,-1671754000000.0,40553562000000.0,16118458000000.0,25052541000000.0,-617437000000.0,161050000000.0,0.0,0.0,185117000000.0,-24067000000.0,901646000000.0,529520000000.0,0.0,372126000000.0,44083000000.0,11862609000000.0,231773724000000.0,210385915000000.0,602990000000.0,43244856000000.0,132822498000000.0,23069000000.0,3088121000000.0,25174063000000.0,5430318000000.0,21387809000000.0,11381661000000.0,9810000000000.0,89000000.0,1984937000000.0,-413365000000.0,0.0,0.0,1246161000000.0,19370000000.0,0.0,7019397000000.0,0.0,4401623000000.0,0.0,0.0,0.0,0.0,4401623000000.0,57614000000.0,0.0,0.0,0.0,0.0,4344009000000.0,93748558000000.0,18720348000000.0,200000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1195499000000.0,-665979000000.0,0.0,0.0,579418000000.0,-207292000000.0,44295000000.0,-212000000.0,6497695000000.0,3400174000000.0,2413000000.0,2001920000000.0,20649000000.0,-39593000000.0,23268690000000.0,19976166000000.0,3806030000000.0,0.0,1624288000000.0,0.0,0.0,7019397000000.0,1721220000000.0,81955205000000.0,2807382000000.0,2096367000000.0,77051456000000.0,0.0,0.0,3732544000000.0,8060809000000.0,1.0,2020-04-29 14:07:18.683,2020-04-29 14:07:18.683,2,2021-06-02 11:00:33.207,,
2278613,HDB,NH,HDB,2013,4,3.0,2013-10-01,2013-12-31,WEB- BCTC KT 2013,,2018-01-04,False,86226641414683.0,632025391095.0,1595174271111.0,11340653348174.0,667545285887.0,668466197782.0,-920911895.0,1847975080.0,43332980653728.0,44030492200344.0,-697511546616.0,13456295781674.0,12033115421317.0,1609680537709.0,-186500177352.0,95066857830.0,0.0,0.0,136891310665.0,-41824452835.0,590246279022.0,369550322297.0,0.0,220695956725.0,0.0,14514805571082.0,86226641414683.0,77627093490822.0,128173419004.0,11289316884831.0,62383934049007.0,0.0,116109678789.0,2503000000000.0,1206559459191.0,8599547923861.0,8104685517995.0,8100000000000.0,89002195.0,4598595800.0,-2080000.0,0.0,0.0,211531048560.0,0.0,0.0,283331357306.0,0.0,1303846041690.0,0.0,0.0,0.0,0.0,1303846041690.0,6094439188.0,0.0,0.0,0.0,0.0,1297751602502.0,673916999229.0,5988409902805.0,5372058194432.0,-19814749063.0,0.0,0.0,0.0,0.0,0.0,614647600238.0,-245097277941.0,0.0,0.0,300130916909.0,-79434960184.0,0.0,0.0,11932793563547.0,1574367263489.0,21428598540.0,1004867980506.0,113330045256.0,-18651835000.0,5494880884831.0,5794436000000.0,976256580430.0,0.0,211773892179.0,18528986582.0,0.0,283331357306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673916999229.0,0.0,1.0,2018-01-04 09:01:03.923,2019-08-01 09:10:39.420,2,2019-12-11 09:54:12.360,,
1871721,HDB,NH,HDB,2013,1,3.0,2013-01-01,2013-03-31,OTC_BCTC Q1/2013,,2018-09-21,False,60734959982256.0,495784419493.0,856443621626.0,5947454970860.0,207405555556.0,207405555556.0,0.0,4135825000.0,22638355501739.0,22879016627525.0,-240661125786.0,14935619483851.0,13376027051656.0,1681755731272.0,-122163299077.0,57616952338.0,0.0,0.0,61491310665.0,-3874358327.0,307506492953.0,245564529497.0,0.0,61941963456.0,0.0,15284637158840.0,60734959982256.0,55287923379509.0,152331937051.0,6382633462181.0,44787994041633.0,0.0,0.0,2800481254861.0,1164482683783.0,5447036602747.0,5004043016800.0,5000000000000.0,0.0,4043016800.0,0.0,0.0,0.0,52101351586.0,-1672677879.0,0.0,392564912240.0,0.0,1093595286551.0,0.0,0.0,0.0,0.0,1093595286551.0,0.0,0.0,0.0,0.0,0.0,1093595286551.0,182202936679.0,2135098970860.0,3812356000000.0,0.0,0.0,0.0,0.0,0.0,0.0,377321293069.0,-131756763572.0,0.0,0.0,88368547390.0,-26426583934.0,0.0,0.0,12547765993293.0,1601157992804.0,0.0,1142773172743.0,0.0,-7060000000.0,1533094262181.0,4849539200000.0,659557294776.0,23616380.0,496332293455.0,8569479172.0,392564912240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182202936679.0,0.0,1.0,2017-05-15 14:49:47.463,2019-08-01 09:10:39.420,2,2019-12-11 09:45:41.870,,
2969859,HDB,NH,HDB,2018,5,12.0,2018-01-01,2018-12-31,HSX_ BCTC KT 2018,,2019-04-01,True,216057406000000.0,2096395000000.0,5385604000000.0,32425544000000.0,2596626000000.0,2603376000000.0,-6750000000.0,208294000000.0,121791723000000.0,123131648000000.0,-1339925000000.0,42694913000000.0,25754996000000.0,17888621000000.0,-948704000000.0,164931000000.0,0.0,0.0,185117000000.0,-20186000000.0,1615456000000.0,569227000000.0,0.0,1046229000000.0,51955000000.0,7025965000000.0,216057406000000.0,199229266000000.0,7911883000000.0,40689261000000.0,128060094000000.0,0.0,3045666000000.0,14927000000000.0,4595362000000.0,16828140000000.0,11852342000000.0,9810000000000.0,89000000.0,2042255000000.0,-2000000.0,0.0,0.0,775800000000.0,0.0,0.0,3007022000000.0,0.0,8237578000000.0,4891115000000.0,0.0,0.0,4891115000000.0,3346463000000.0,8565000000.0,0.0,0.0,0.0,0.0,3337898000000.0,82113176000000.0,30695162000000.0,1730382000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1171919000000.0,-602692000000.0,0.0,0.0,1240443000000.0,-194214000000.0,52347000000.0,-392000000.0,1974124000000.0,3519215000000.0,0.0,1571947000000.0,27852000000.0,-39321000000.0,22837748000000.0,17851513000000.0,3143348000000.0,1585000000.0,1450429000000.0,0.0,0.0,3007022000000.0,1192976000000.0,74523122000000.0,4414221000000.0,3471919000000.0,66636982000000.0,0.0,0.0,4891115000000.0,2698939000000.0,1.0,2019-01-30 21:29:46.367,2019-01-30 21:29:46.367,2,2021-06-02 08:05:30.117,,
1871734,HDB,NH,HDB,2015,1,3.0,2015-01-01,2015-03-31,OTC_BCTC Q1/2015,,2017-05-17,False,88920767476917.0,791463790192.0,859783130204.0,8567815019372.0,1621628150750.0,1629930462500.0,-8302311750.0,29038402991.0,40492051499583.0,41021470465810.0,-529418966227.0,24044944173186.0,20752270874499.0,3507503170766.0,-214829872079.0,220758224309.0,0.0,0.0,241852189881.0,-21093965572.0,531986806444.0,298197528359.0,0.0,233789278085.0,0.0,11761298279886.0,88920767476917.0,79589236076689.0,183161265747.0,12859399291930.0,60994935873854.0,0.0,38402789052.0,3831000000000.0,1682336856106.0,9006737280942.0,8104685517995.0,8100000000000.0,89002195.0,4598595800.0,-2080000.0,0.0,0.0,255813069047.0,1450127714.0,0.0,644788566186.0,324794119286.0,1459885833756.0,0.0,0.0,0.0,0.0,1459885833756.0,9050000000.0,0.0,0.0,0.0,0.0,1450835833756.0,11583701183474.0,8567815019372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298197528359.0,0.0,0.0,0.0,233789278085.0,0.0,0.0,0.0,0.0,0.0,0.0,11761298279886.0,0.0,0.0,12859399291930.0,0.0,0.0,0.0,1682336856106.0,0.0,644788566186.0,0.0,0.0,9777951846863.0,2848918685830.0,1437525696433.0,5491507464600.0,0.0,0.0,1805749336611.0,0.0,1.0,2017-05-17 11:14:10.843,2020-08-31 11:49:06.470,2,2020-12-03 10:19:22.477,,
3660128,HDB,NH,HDB,2020,6,6.0,2020-01-01,2020-06-30,,,2020-08-31,True,242445051000000.0,2298266000000.0,3185578000000.0,23330471000000.0,3049574000000.0,3071272000000.0,-21698000000.0,0.0,158574053000000.0,160371930000000.0,-1797877000000.0,39903427000000.0,13379712000000.0,26623949000000.0,-100234000000.0,154887000000.0,0.0,0.0,185117000000.0,-30230000000.0,940810000000.0,539196000000.0,0.0,401614000000.0,44068000000.0,10963917000000.0,242445051000000.0,219751209000000.0,181767000000.0,32358700000000.0,149805037000000.0,52629000000.0,3048933000000.0,28719063000000.0,5585080000000.0,22693842000000.0,11381507000000.0,9810000000000.0,89000000.0,1984838000000.0,-413420000000.0,0.0,0.0,1787170000000.0,15159000000.0,0.0,7678938000000.0,0.0,4948811000000.0,0.0,0.0,0.0,0.0,4948811000000.0,53498000000.0,0.0,0.0,0.0,0.0,4895313000000.0,67343927000000.0,23330471000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224477000000.0,-685281000000.0,0.0,0.0,614010000000.0,-212396000000.0,44295000000.0,-227000000.0,6063584000000.0,2946670000000.0,3013000000.0,1990366000000.0,19208000000.0,-39716000000.0,19128900000000.0,13229800000000.0,3694316000000.0,0.0,1890764000000.0,0.0,0.0,7678938000000.0,1831068000000.0,54372413000000.0,2952536000000.0,2049811000000.0,49370066000000.0,0.0,0.0,3434405000000.0,9537109000000.0,1.0,2020-07-31 11:09:09.300,2020-08-31 15:58:35.437,2,2021-06-02 11:04:58.503,,
36279,HDB,NH,HDB,2023,2,3.0,2023-04-01,2023-06-30,,,2023-08-29,True,483935823000000.0,2902517000000.0,14769196000000.0,87190858000000.0,7305631000000.0,7305631000000.0,0.0,205729000000.0,283565064000000.0,287355418000000.0,-3790354000000.0,44652422000000.0,37610068000000.0,7085653000000.0,-43299000000.0,143858000000.0,0.0,0.0,163921000000.0,-20063000000.0,1307970000000.0,637441000000.0,0.0,670529000000.0,0.0,41892578000000.0,483935823000000.0,443459075000000.0,30124000000.0,62766342000000.0,309645137000000.0,0.0,2800933000000.0,54880424000000.0,13336115000000.0,40476748000000.0,25426026000000.0,25303429000000.0,89000000.0,535956000000.0,-413448000000.0,0.0,0.0,4692965000000.0,16034000000.0,0.0,8548698000000.0,0.0,4633222000000.0,0.0,0.0,0.0,0.0,4633222000000.0,809433000000.0,0.0,0.0,0.0,0.0,3823789000000.0,179811484000000.0,80287093000000.0,6903765000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1570950000000.0,-933509000000.0,0.0,0.0,1016505000000.0,-345976000000.0,0.0,0.0,34204669000000.0,5479680000000.0,32798000000.0,2221680000000.0,1918000000.0,-46249000000.0,23760794000000.0,39005548000000.0,8269869000000.0,0.0,5066246000000.0,0.0,0.0,8548698000000.0,1793025000000.0,173896544000000.0,6352550000000.0,6820015000000.0,160723979000000.0,0.0,0.0,1992599000000.0,3922341000000.0,1.0,2023-08-30 09:04:03.967,2023-08-30 09:04:04.023,2,2023-09-25 16:15:32.763,,
1767346,HDB,NH,HDB,2014,1,3.0,2014-01-01,2014-03-31,WEB_ BCTC Q12014,,2018-09-21,False,76279586024902.0,608530482303.0,595519953050.0,6444099636752.0,918079088105.0,919000000000.0,-920911895.0,9510398880.0,31464558193682.0,32150485492405.0,-685927298723.0,20922864803913.0,20054388993839.0,1054975987426.0,-186500177352.0,89966857830.0,0.0,0.0,131791310665.0,-41824452835.0,587940374636.0,368612630718.0,0.0,219327743918.0,0.0,14638516235751.0,76279586024902.0,67652893714917.0,186029849290.0,7646373557669.0,55477283611803.0,0.0,59105428789.0,2505200000000.0,1778901267366.0,8626692309985.0,8104685517995.0,8100000000000.0,89002195.0,4598595800.0,-2080000.0,0.0,0.0,209866848560.0,5505932252.0,0.0,306634011178.0,0.0,2029200926570.0,0.0,0.0,0.0,0.0,2029200926570.0,11800000000.0,0.0,0.0,0.0,0.0,2017400926570.0,1264156403864.0,4986144385815.0,1477770000000.0,-19814749063.0,0.0,0.0,0.0,0.0,0.0,633387573480.0,-264774942762.0,0.0,0.0,306784940272.0,-87457196354.0,0.0,0.0,11581047827496.0,1701405430888.0,21428598540.0,1353286213827.0,110448772919.0,-18651835000.0,4904933557669.0,2741440000000.0,1121036082066.0,0.0,643535839990.0,14329345310.0,306634011178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264156403864.0,0.0,1.0,2015-07-18 00:00:00.000,2020-08-31 11:49:06.470,2,2020-12-03 09:19:07.553,,
4860329,HDB,NH,HDB,2021,3,3.0,2021-07-01,2021-09-30,,,2021-10-28,False,346355019000000.0,1940895000000.0,8949735000000.0,52371403000000.0,12880397000000.0,12883602000000.0,-3205000000.0,48528000000.0,189346267000000.0,191514813000000.0,-2168546000000.0,58820275000000.0,34270440000000.0,24647047000000.0,-97212000000.0,143003000000.0,0.0,0.0,166421000000.0,-23418000000.0,1175974000000.0,579736000000.0,0.0,596238000000.0,20823000000.0,20657719000000.0,346355019000000.0,317084891000000.0,104874000000.0,81351880000000.0,194429468000000.0,0.0,2921231000000.0,30995597000000.0,7281841000000.0,29270128000000.0,16211085000000.0,16088488000000.0,89000000.0,535956000000.0,-413448000000.0,0.0,0.0,2492954000000.0,64586000000.0,0.0,8826515000000.0,0.0,13232000000.0,0.0,0.0,0.0,0.0,13232000000.0,13232000000.0,0.0,0.0,0.0,0.0,0.0,79930646000000.0,52171403000000.0,200000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1367537000000.0,-787801000000.0,0.0,0.0,859331000000.0,-263093000000.0,21058000000.0,-235000000.0,15453115000000.0,3403365000000.0,0.0,1843513000000.0,12005000000.0,-42274000000.0,49979397000000.0,31372483000000.0,4603048000000.0,4664000000.0,2674129000000.0,0.0,0.0,8826515000000.0,1674988000000.0,64069479000000.0,3572222000000.0,5540069000000.0,54957188000000.0,0.0,0.0,7056398000000.0,8804769000000.0,1.0,2021-10-28 10:12:40.777,2021-12-13 00:27:18.710,2,2021-12-15 15:03:30.130,,
