TICKER,TRADE_DATE,Type,PE_RATIO,PX_TO_BOOK_RATIO
EVF,2024-04-04,Private_3,21.2157,1.306
EVF,2024-04-05,Private_3,21.2157,1.306
EVF,2024-04-08,Private_3,19.8147,1.2198
EVF,2024-04-09,Private_3,20.1482,1.2403
EVF,2024-04-10,Private_3,20.1482,1.2403
EVF,2024-04-11,Private_3,20.0148,1.2321
EVF,2024-04-12,Private_3,20.1482,1.2403
EVF,2024-04-15,Private_3,18.7472,1.1541
EVF,2024-04-16,Private_3,17.8799,1.1007
EVF,2024-04-17,Private_3,18.08,1.113
EVF,2024-04-19,Private_3,17.4129,1.0719
EVF,2024-04-22,Private_3,17.9466,1.1048
EVF,2024-04-23,Private_3,17.4796,1.0761
EVF,2024-04-24,Private_3,18.5471,1.1418
EVF,2024-04-25,Private_3,18.08,1.113
EVF,2024-04-26,Private_3,17.5463,1.0802
EVF,2024-05-02,Private_3,17.7465,1.0925
EVF,2024-05-03,Private_3,17.7465,1.0925
EVF,2024-05-06,Private_3,18.9474,1.1664
EVF,2024-05-07,Private_3,19.0808,1.1746
EVF,2024-05-08,Private_3,19.0808,1.1746
EVF,2024-05-09,Private_3,18.6138,1.1459
EVF,2024-05-10,Private_3,18.5471,1.1418
EVF,2024-05-13,Private_3,18.1468,1.1171
EVF,2024-05-14,Private_3,18.0133,1.1089
EVF,2024-05-15,Private_3,18.3469,1.1294
EVF,2024-05-16,Private_3,18.5471,1.1418
EVF,2024-05-17,Private_3,19.8147,1.2198
EVF,2024-05-20,Private_3,21.0823,1.2978
EVF,2024-05-21,Private_3,21.149,1.3019
EVF,2024-05-22,Private_3,21.4826,1.3225
EVF,2024-05-23,Private_3,21.6827,1.3348
EVF,2024-05-24,Private_3,20.682,1.2732
EVF,2024-05-27,Private_3,21.7494,1.3389
EVF,2024-05-28,Private_3,21.7494,1.3389
EVF,2024-05-29,Private_3,21.7494,1.3389
EVF,2024-05-30,Private_3,21.149,1.3019
EVF,2024-05-31,Private_3,21.149,1.3019
EVF,2024-06-03,Private_3,21.149,1.3019
EVF,2024-06-04,Private_3,21.6827,1.3348
EVF,2024-06-05,Private_3,21.2157,1.306
EVF,2024-06-06,Private_3,21.2824,1.3102
EVF,2024-06-07,Private_3,21.149,1.3019
EVF,2024-06-10,Private_3,20.682,1.2732
EVF,2024-06-11,Private_3,20.215,1.2444
EVF,2024-06-12,Private_3,20.2817,1.2485
EVF,2024-06-13,Private_3,20.6153,1.2691
EVF,2024-06-14,Private_3,19.7479,1.2157
EVF,2024-06-17,Private_3,20.7487,1.2773
EVF,2024-06-18,Private_3,20.4818,1.2609
EVF,2024-06-19,Private_3,20.0815,1.2362
EVF,2024-06-20,Private_3,19.8147,1.2198
EVF,2024-06-21,Private_3,19.4811,1.1993
EVF,2024-06-24,Private_3,18.5471,1.1418
EVF,2024-06-25,Private_3,18.8139,1.1582
EVF,2024-06-26,Private_3,18.2135,1.1212
EVF,2024-06-27,Private_3,18.8139,1.1582
EVF,2024-06-28,Private_3,19.9526,1.1592
EVF,2024-07-01,Private_3,19.4643,1.1308
EVF,2024-07-02,Private_3,19.6038,1.1389
EVF,2024-07-03,Private_3,19.8131,1.1511
EVF,2024-07-04,Private_3,19.6038,1.1389
EVF,2024-07-05,Private_3,19.4643,1.1308
EVF,2024-07-08,Private_3,19.534,1.1349
EVF,2024-07-09,Private_3,20.6502,1.1997
EVF,2024-07-10,Private_3,20.2317,1.1754
EVF,2024-07-11,Private_3,20.0921,1.1673
EVF,2024-07-12,Private_3,19.7433,1.147
EVF,2024-07-15,Private_3,19.7433,1.147
EVF,2024-07-16,Private_3,19.7433,1.147
EVF,2024-07-17,Private_3,19.3247,1.1227
EVF,2024-07-18,Private_3,19.4643,1.1308
EVF,2024-07-19,Private_3,18.8364,1.0943
EVF,2024-07-22,Private_3,18.069,1.0497
EVF,2024-07-23,Private_3,17.9992,1.0457
EVF,2024-07-24,Private_3,18.348,1.066
EVF,2024-07-25,Private_3,18.1387,1.0538
EVF,2024-07-26,Private_3,18.2783,1.0619
EVF,2024-07-29,Private_3,18.2783,1.0619
EVF,2024-07-30,Private_3,17.7201,1.0295
EVF,2024-07-31,Private_3,17.9992,1.0457
EVF,2024-08-01,Private_3,16.7434,0.9727
EVF,2024-08-02,Private_3,17.0225,0.9889
EVF,2024-08-05,Private_3,15.8365,0.92
EVF,2024-08-06,Private_3,16.1156,0.9363
EVF,2024-08-07,Private_3,15.976,0.9281
EVF,2024-08-08,Private_3,16.2551,0.9444
EVF,2024-08-09,Private_3,16.3946,0.9525
EVF,2024-08-12,Private_3,16.3946,0.9525
EVF,2024-08-13,Private_3,16.1156,0.9363
EVF,2024-08-14,Private_3,15.8365,0.92
EVF,2024-08-15,Private_3,15.4877,0.8998
EVF,2024-08-16,Private_3,16.5342,0.9606
EVF,2024-08-19,Private_3,17.0225,0.9889
EVF,2024-08-20,Private_3,17.4411,1.0133
EVF,2024-08-21,Private_3,17.3016,1.0052
EVF,2024-08-22,Private_3,17.3713,1.0092
EVF,2024-08-23,Private_3,17.3016,1.0052
EVF,2024-08-26,Private_3,17.0923,0.993
EVF,2024-08-27,Private_3,17.162,0.997
EVF,2024-08-28,Private_3,17.0225,0.9889
EVF,2024-08-29,Private_3,17.0225,0.9889
EVF,2024-08-30,Private_3,17.0225,0.9889
EVF,2024-09-04,Private_3,16.6737,0.9687
EVF,2024-09-05,Private_3,16.7434,0.9727
EVF,2024-09-06,Private_3,16.6737,0.9687
EVF,2024-09-09,Private_3,16.2551,0.9444
EVF,2024-09-10,Private_3,15.976,0.9281
EVF,2024-09-11,Private_3,15.976,0.9281
EVF,2024-09-12,Private_3,15.976,0.9281
EVF,2024-09-13,Private_3,16.1853,0.9403
EVF,2024-09-16,Private_3,15.8365,0.92
EVF,2024-09-17,Private_3,15.976,0.9281
EVF,2024-09-18,Private_3,16.1156,0.9363
EVF,2024-09-19,Private_3,16.1156,0.9363
EVF,2024-09-20,Private_3,16.0458,0.9322
EVF,2024-09-23,Private_3,16.1156,0.9363
EVF,2024-09-24,Private_3,16.1156,0.9363
EVF,2024-09-25,Private_3,17.0923,0.993
EVF,2024-09-26,Private_3,17.0923,0.993
EVF,2024-09-27,Private_3,17.0923,0.993
EVF,2024-09-30,Private_3,17.0225,0.9889
EVF,2024-10-01,Private_3,16.8132,0.9768
EVF,2024-10-02,Private_3,16.7434,0.9727
EVF,2024-10-03,Private_3,16.2551,0.9444
EVF,2024-10-04,Private_3,16.3249,0.9484
EVF,2024-10-07,Private_3,16.1853,0.9403
EVF,2024-10-08,Private_3,16.2551,0.9444
EVF,2024-10-09,Private_3,16.3249,0.9484
EVF,2024-10-10,Private_3,16.7434,0.9727
EVF,2024-10-11,Private_3,16.6737,0.9687
EVF,2024-10-14,Private_3,16.2551,0.9444
EVF,2024-10-15,Private_3,16.1853,0.9403
EVF,2024-10-16,Private_3,15.697,0.9119
EVF,2024-10-17,Private_3,15.9732,0.928
EVF,2024-10-18,Private_3,15.82,0.92
EVF,2024-10-21,Private_3,17.2,0.91
EVF,2024-10-22,Private_3,17.69,0.93
EVF,2024-10-23,Private_3,18.1,0.96
EVF,2024-10-24,Private_3,17.69,0.93
EVF,2024-10-25,Private_3,17.53,0.93
EVF,2024-10-28,Private_3,17.37,0.92
EVF,2024-10-29,Private_3,17.85,0.94
EVF,2024-10-30,Private_3,17.69,0.93
EVF,2024-10-31,Private_3,17.61,0.93
EVF,2024-11-01,Private_3,17.85,0.94
EVF,2024-11-04,Private_3,17.77,0.94
EVF,2024-11-05,Private_3,17.61,0.93
EVF,2024-11-06,Private_3,18.18,0.96
EVF,2024-11-07,Private_3,18.02,0.95
EVF,2024-11-08,Private_3,18.02,0.95
EVF,2024-11-11,Private_3,18.42,0.97
EVF,2024-11-12,Private_3,18.26,0.96
EVF,2024-11-13,Private_3,17.77,0.94
EVF,2024-11-14,Private_3,17.2,0.91
EVF,2024-11-15,Private_3,17.04,0.9
EVF,2024-11-18,Private_3,17.37,0.92
EVF,2024-11-19,Private_3,16.64,0.88
EVF,2024-11-20,Private_3,16.39,0.87
EVF,2024-11-21,Private_3,16.8,0.89
EVF,2024-11-22,Private_3,16.55,0.87
EVF,2024-11-25,Private_3,16.88,0.89
EVF,2024-11-26,Private_3,17.37,0.92
EVF,2024-11-27,Private_3,17.12,0.9
EVF,2024-11-28,Private_3,17.12,0.9
EVF,2024-11-29,Private_3,17.37,0.92
EVF,2024-12-02,Private_3,17.45,0.92
EVF,2024-12-03,Private_3,17.12,0.9
EVF,2024-12-04,Private_3,16.55,0.87
EVF,2024-12-05,Private_3,17.29,0.91
EVF,2024-12-06,Private_3,16.96,0.9
EVF,2024-12-09,Private_3,16.96,0.9
EVF,2024-12-10,Private_3,16.96,0.9
EVF,2024-12-11,Private_3,16.64,0.88
EVF,2024-12-12,Private_3,16.64,0.88
EVF,2024-12-13,Private_3,16.39,0.87
EVF,2024-12-16,Private_3,16.31,0.86
EVF,2024-12-17,Private_3,16.39,0.87
EVF,2024-12-18,Private_3,16.39,0.87
EVF,2024-12-19,Private_3,15.97,0.84
EVF,2024-12-20,Private_3,15.78,0.83
EVF,2024-12-23,Private_3,16.05,0.85
EVF,2024-12-24,Private_3,15.78,0.83
EVF,2024-12-25,Private_3,15.86,0.84
EVF,2024-12-26,Private_3,15.82,0.84
EVF,2024-12-27,Private_3,15.5,0.82
EVF,2024-12-30,Private_3,14.92,0.79
EVF,2024-12-31,Private_3,14.77,0.78
EVF,2025-01-02,Private_3,14.77,0.78
EVF,2025-01-03,Private_3,14.28,0.75
EVF,2025-01-06,Private_3,13.8,0.73
EVF,2025-01-07,Private_3,14.36,0.76
EVF,2025-01-08,Private_3,15.01,0.79
EVF,2025-01-09,Private_3,14.61,0.77
EVF,2025-01-10,Private_3,14.28,0.75
EVF,2025-01-13,Private_3,14.98,0.79
EVF,2025-01-14,Private_3,14.61,0.77
EVF,2025-01-15,Private_3,14.77,0.78
EVF,2025-01-16,Private_3,14.74,0.78
EVF,2025-01-17,Private_3,14.69,0.78
EVF,2025-01-20,Private_3,15.08,0.8
EVF,2025-01-21,Private_3,12.96,0.78
EVF,2025-01-22,Private_3,12.81,0.77
EVF,2025-01-23,Private_3,12.93,0.78
EVF,2025-01-24,Private_3,12.99,0.78
EVF,2025-02-03,Private_3,12.99,0.78
EVF,2025-02-04,Private_3,13.45,0.81
EVF,2025-02-05,Private_3,13.38,0.81
EVF,2025-02-06,Private_3,13.31,0.8
EVF,2025-02-07,Private_3,13.3,0.8
EVF,2025-02-10,Private_3,13.03,0.79
EVF,2025-02-11,Private_3,13.28,0.8
EVF,2025-02-12,Private_3,13.28,0.8
EVF,2025-02-13,Private_3,13.41,0.81
EVF,2025-02-14,Private_3,14.33,0.87
EVF,2025-02-17,Private_3,15.31,0.92
EVF,2025-02-18,Private_3,15.24,0.92
EVF,2025-02-19,Private_3,15.59,0.94
EVF,2025-02-20,Private_3,15.94,0.96
EVF,2025-02-21,Private_3,15.87,0.96
EVF,2025-02-24,Private_3,15.87,0.96
EVF,2025-02-25,Private_3,15.8,0.95
EVF,2025-02-26,Private_3,15.73,0.95
EVF,2025-02-27,Private_3,15.31,0.92
EVF,2025-02-28,Private_3,15.38,0.93
EVF,2025-03-03,Private_3,15.59,0.94
EVF,2025-03-04,Private_3,15.12,0.9
EVF,2025-03-05,Private_3,14.7,0.87
EVF,2025-03-06,Private_3,15.34,0.91
EVF,2025-03-07,Private_3,15.05,0.9
EVF,2025-03-10,Private_3,14.91,0.89
EVF,2025-03-11,Private_3,14.98,0.89
EVF,2025-03-12,Private_3,14.98,0.89
EVF,2025-03-13,Private_3,14.84,0.88
EVF,2025-03-14,Private_3,14.56,0.87
EVF,2025-03-17,Private_3,14.91,0.89
EVF,2025-03-18,Private_3,14.84,0.88
EVF,2025-03-19,Private_3,14.7,0.87
EVF,2025-03-20,Private_3,14.41,0.86
EVF,2025-03-21,Private_3,14.27,0.85
EVF,2025-03-24,Private_3,14.2,0.84
EVF,2025-03-25,Private_3,14.56,0.87
EVF,2025-03-26,Private_3,14.27,0.85
EVF,2025-03-27,Private_3,14.2,0.84
EVF,2025-03-28,Private_3,13.93,0.83
EVF,2025-03-31,Private_3,14.13,0.84
EVF,2025-04-01,Private_3,14.2,0.84
EVF,2025-04-02,Private_3,14.91,0.89
EVF,2025-04-03,Private_3,13.87,0.83
EVF,2025-04-04,Private_3,13.02,0.77
EVF,2025-04-08,Private_3,12.11,0.72
EVF,2025-04-09,Private_3,11.28,0.67
EVF,2025-04-10,Private_3,12.06,0.72
EVF,2025-04-11,Private_3,12.84,0.76
EVF,2025-04-14,Private_3,13.07,0.78
EVF,2025-04-15,Private_3,12.65,0.75
EVF,2025-04-16,Private_3,12.67,0.75
EVF,2025-04-17,Private_3,13.07,0.78
EVF,2025-04-18,Private_3,13.07,0.78
EVF,2025-04-21,Private_3,11.1,0.79
EVF,2025-04-22,Private_3,10.91,0.77
EVF,2025-04-23,Private_3,11.1,0.79
EVF,2025-04-24,Private_3,11.09,0.79
EVF,2025-04-25,Private_3,10.99,0.78
EVF,2025-04-28,Private_3,11.13,0.79
EVF,2025-04-29,Private_3,11.26,0.8
EVF,2025-05-05,Private_3,11.81,0.84
EVF,2025-05-06,Private_3,11.51,0.81
EVF,2025-05-07,Private_3,11.44,0.81
EVF,2025-05-08,Private_3,11.7,0.83
EVF,2025-05-09,Private_3,11.56,0.82
EVF,2025-05-12,Private_3,11.59,0.82
EVF,2025-05-13,Private_3,11.93,0.84
EVF,2025-05-14,Private_3,11.82,0.84
EVF,2025-05-15,Private_3,11.76,0.83
EVF,2025-05-16,Private_3,11.81,0.84
EVF,2025-05-19,Private_3,11.6,0.82
EVF,2025-05-20,Private_3,11.66,0.83
EVF,2025-05-21,Private_3,11.51,0.81
EVF,2025-05-22,Private_3,12.28,0.85
EVF,2025-05-23,Private_3,12.46,0.86
EVF,2025-05-26,Private_3,12.64,0.87
EVF,2025-05-27,Private_3,12.64,0.87
EVF,2025-05-28,Private_3,12.46,0.86
EVF,2025-05-29,Private_3,12.7,0.88
EVF,2025-05-30,Private_3,12.34,0.85
EVF,2025-06-02,Private_3,13.06,0.9
EVF,2025-06-03,Private_3,12.88,0.89
EVF,2025-06-04,Private_3,13.24,0.91
EVF,2025-06-05,Private_3,12.94,0.89
EVF,2025-06-06,Private_3,12.88,0.89
EVF,2025-06-09,Private_3,12.52,0.86
EVF,2025-06-10,Private_3,12.52,0.86
EVF,2025-06-11,Private_3,12.64,0.87
EVF,2025-06-12,Private_3,12.7,0.88
EVF,2025-06-13,Private_3,12.1,0.83
EVF,2025-06-16,Private_3,12.34,0.85
EVF,2025-06-17,Private_3,12.34,0.85
EVF,2025-06-18,Private_3,12.28,0.85
EVF,2025-06-19,Private_3,12.16,0.84
EVF,2025-06-20,Private_3,12.16,0.84
EVF,2025-06-23,Private_3,12.04,0.83
EVF,2025-06-24,Private_3,12.1,0.83
EVF,2025-06-25,Private_3,12.22,0.84
EVF,2025-06-26,Private_3,12.28,0.85
EVF,2025-06-27,Private_3,12.22,0.84
EVF,2025-06-30,Private_3,12.52,0.86
EVF,2025-07-01,Private_3,12.46,0.86
EVF,2025-07-02,Private_3,12.82,0.88
EVF,2025-07-03,Private_3,12.88,0.89
EVF,2025-07-04,Private_3,12.88,0.89
EVF,2025-07-07,Private_3,13.0,0.9
EVF,2025-07-08,Private_3,13.36,0.92
EVF,2025-07-09,Private_3,13.24,0.91
EVF,2025-07-10,Private_3,13.3,0.92
EVF,2025-07-11,Private_3,13.24,0.91
EVF,2025-07-14,Private_3,13.83,0.95
EVF,2025-07-15,Private_3,14.07,0.97
EVF,2025-07-16,Private_3,14.19,0.98
EVF,2025-07-17,Private_3,14.19,0.98
EVF,2025-07-18,Private_3,14.55,1.0
EVF,2025-07-21,Private_3,12.95,1.06
EVF,2025-07-22,Private_3,13.4,1.09
EVF,2025-07-23,Private_3,13.25,1.08
EVF,2025-07-24,Private_3,14.05,1.15
EVF,2025-07-25,Private_3,14.26,1.14
EVF,2025-07-28,Private_3,14.86,1.19
EVF,2025-07-29,Private_3,13.85,1.1
EVF,2025-07-30,Private_3,13.45,1.07
EVF,2025-07-31,Private_3,13.1,1.04
EVF,2025-08-01,Private_3,13.5,1.08
EVF,2025-08-04,Private_3,14.26,1.14
EVF,2025-08-05,Private_3,13.65,1.09
EVF,2025-08-06,Private_3,14.56,1.16
EVF,2025-08-07,Private_3,14.61,1.17
EVF,2025-08-08,Private_3,14.1,1.13
EVF,2025-08-11,Private_3,14.1,1.13
EVF,2025-08-12,Private_3,14.61,1.17
EVF,2025-08-13,Private_3,15.42,1.23
EVF,2025-08-14,Private_3,16.37,1.31
EVF,2025-08-15,Private_3,15.72,1.25
EVF,2025-08-18,Private_3,15.87,1.27
HDB,2018-01-05,Private_2,,2.4261
HDB,2018-01-08,Private_2,,2.4322
HDB,2018-01-09,Private_2,,2.4353
HDB,2018-01-10,Private_2,,2.4689
HDB,2018-01-11,Private_2,,2.6037
HDB,2018-01-12,Private_2,,2.7845
HDB,2018-01-15,Private_2,,2.7875
HDB,2018-01-16,Private_2,,2.7538
HDB,2018-01-17,Private_2,,2.616
HDB,2018-01-18,Private_2,,2.6956
HDB,2018-01-19,Private_2,,2.7691
HDB,2018-01-22,Private_2,,2.7753
HDB,2018-01-25,Private_2,,2.9284
HDB,2018-01-26,Private_2,,2.8794
HDB,2018-01-29,Private_2,,2.8825
HDB,2018-01-30,Private_2,,2.8794
HDB,2018-01-31,Private_2,,2.8549
HDB,2018-02-01,Private_2,,2.8182
HDB,2018-02-02,Private_2,,2.8182
HDB,2018-02-05,Private_2,,2.6344
HDB,2018-02-06,Private_2,,2.5118
HDB,2018-02-07,Private_2,,2.6864
HDB,2018-02-08,Private_2,,2.7508
HDB,2018-02-09,Private_2,,2.7324
HDB,2018-02-12,Private_2,,2.8488
HDB,2018-02-13,Private_2,,2.8549
HDB,2018-02-21,Private_2,,2.861
HDB,2018-02-22,Private_2,,2.7569
HDB,2018-02-23,Private_2,,2.7293
HDB,2018-02-26,Private_2,,2.6956
HDB,2018-02-27,Private_2,,2.7263
HDB,2018-02-28,Private_2,,2.7201
HDB,2018-03-01,Private_2,,2.6926
HDB,2018-03-02,Private_2,,2.6681
HDB,2018-03-05,Private_2,,2.6344
HDB,2018-03-06,Private_2,,2.6466
HDB,2018-03-07,Private_2,,2.6037
HDB,2018-03-08,Private_2,,2.6037
HDB,2018-03-09,Private_2,,2.6037
HDB,2018-03-12,Private_2,,2.6037
HDB,2018-03-13,Private_2,,2.5915
HDB,2018-03-14,Private_2,,2.6956
HDB,2018-03-15,Private_2,,2.7263
HDB,2018-03-16,Private_2,,2.7446
HDB,2018-03-19,Private_2,,2.7691
HDB,2018-03-20,Private_2,,2.6956
HDB,2018-03-21,Private_2,,2.665
HDB,2018-03-22,Private_2,,2.6037
HDB,2018-03-23,Private_2,,2.5731
HDB,2018-03-26,Private_2,,2.6772
HDB,2018-03-27,Private_2,,2.7446
HDB,2018-03-28,Private_2,,2.7845
HDB,2018-03-29,Private_2,,2.8182
HDB,2018-03-30,Private_2,,2.662
HDB,2018-04-02,Private_2,,2.6446
HDB,2018-04-03,Private_2,,2.6446
HDB,2018-04-04,Private_2,,2.6968
HDB,2018-04-05,Private_2,,2.6939
HDB,2018-04-06,Private_2,,2.6939
HDB,2018-04-09,Private_2,,2.8243
HDB,2018-04-10,Private_2,,2.9345
HDB,2018-04-11,Private_2,,2.9055
HDB,2018-04-12,Private_2,,2.8475
HDB,2018-04-13,Private_2,,2.8997
HDB,2018-04-16,Private_2,,2.9577
HDB,2018-04-17,Private_2,,2.9461
HDB,2018-04-18,Private_2,,3.0041
HDB,2018-04-19,Private_2,,2.8533
HDB,2018-04-20,Private_2,,2.9055
HDB,2018-04-23,Private_2,,2.7026
HDB,2018-04-24,Private_2,,2.6098
HDB,2018-04-26,Private_2,,2.4474
HDB,2018-04-27,Private_2,,2.4822
HDB,2018-05-02,Private_2,,2.4358
HDB,2018-05-03,Private_2,,2.5228
HDB,2018-05-04,Private_2,,2.4938
HDB,2018-05-07,Private_2,,2.5228
HDB,2018-05-08,Private_2,,2.5054
HDB,2018-05-09,Private_2,,2.488
HDB,2018-05-10,Private_2,,2.3198
HDB,2018-05-11,Private_2,,2.401
HDB,2018-05-14,Private_2,,2.3488
HDB,2018-05-15,Private_2,,2.372
HDB,2018-05-16,Private_2,,2.3285
HDB,2018-05-17,Private_2,,2.3488
HDB,2018-05-18,Private_2,,2.3517
HDB,2018-05-21,Private_2,,2.3836
HDB,2018-05-22,Private_2,,2.2618
HDB,2018-05-23,Private_2,,2.1864
HDB,2018-05-24,Private_2,,2.0588
HDB,2018-05-25,Private_2,,2.0443
HDB,2018-05-28,Private_2,,1.9022
HDB,2018-05-29,Private_2,,2.0327
HDB,2018-05-30,Private_2,,2.1284
HDB,2018-05-31,Private_2,,2.2618
HDB,2018-06-01,Private_2,,2.3894
HDB,2018-06-04,Private_2,,2.4938
HDB,2018-06-05,Private_2,,2.5054
HDB,2018-06-06,Private_2,,2.5054
HDB,2018-06-07,Private_2,,2.5866
HDB,2018-06-08,Private_2,,2.517
HDB,2018-06-11,Private_2,,2.43
HDB,2018-06-12,Private_2,,2.372
HDB,2018-06-13,Private_2,,2.3778
HDB,2018-06-14,Private_2,,2.2734
HDB,2018-06-15,Private_2,,2.2676
HDB,2018-06-18,Private_2,,2.1342
HDB,2018-06-19,Private_2,,2.1342
HDB,2018-06-20,Private_2,,2.1823
HDB,2018-06-21,Private_2,,2.1943
HDB,2018-06-22,Private_2,,2.2484
HDB,2018-06-25,Private_2,,2.2424
HDB,2018-06-26,Private_2,,2.2124
HDB,2018-06-27,Private_2,,2.1763
HDB,2018-06-28,Private_2,,2.0801
HDB,2018-06-29,Private_2,11.7792,2.2584
HDB,2018-07-02,Private_2,11.7955,2.2615
HDB,2018-07-03,Private_2,11.3067,2.1678
HDB,2018-07-04,Private_2,11.1764,2.1428
HDB,2018-07-05,Private_2,10.6876,2.0491
HDB,2018-07-06,Private_2,11.4045,2.1865
HDB,2018-07-09,Private_2,11.4696,2.199
HDB,2018-07-10,Private_2,11.4371,2.1928
HDB,2018-07-11,Private_2,10.6876,2.0491
HDB,2018-07-12,Private_2,10.7528,2.0616
HDB,2018-07-13,Private_2,10.8994,2.0897
HDB,2018-07-16,Private_2,10.932,2.096
HDB,2018-07-17,Private_2,10.932,2.096
HDB,2018-07-18,Private_2,11.4859,2.2022
HDB,2018-07-19,Private_2,11.4371,2.1928
HDB,2018-07-20,Private_2,11.5348,2.2115
HDB,2018-07-23,Private_2,11.4696,2.199
HDB,2018-07-24,Private_2,11.0786,2.1241
HDB,2018-07-25,Private_2,10.9157,2.0928
HDB,2018-07-26,Private_2,10.6876,2.0491
HDB,2018-07-27,Private_2,10.8831,2.0866
HDB,2018-07-30,Private_2,11.4696,2.199
HDB,2018-07-31,Private_2,11.6,2.224
HDB,2018-08-01,Private_2,11.6489,2.2334
HDB,2018-08-02,Private_2,11.4696,2.199
HDB,2018-08-03,Private_2,11.6814,2.2396
HDB,2018-08-06,Private_2,11.6814,2.2396
HDB,2018-08-07,Private_2,11.7955,2.2615
HDB,2018-08-08,Private_2,11.8932,2.2803
HDB,2018-08-09,Private_2,11.8607,2.274
HDB,2018-08-10,Private_2,12.0887,2.3177
HDB,2018-08-13,Private_2,12.1865,2.3365
HDB,2018-08-14,Private_2,12.1865,2.3365
HDB,2018-08-15,Private_2,11.8932,2.2803
HDB,2018-08-16,Private_2,11.9421,2.2896
HDB,2018-08-17,Private_2,11.6977,2.2428
HDB,2018-08-20,Private_2,11.4045,2.1865
HDB,2018-08-21,Private_2,11.5674,2.2178
HDB,2018-08-22,Private_2,11.7303,2.249
HDB,2018-08-23,Private_2,11.6977,2.2428
HDB,2018-08-24,Private_2,11.7303,2.249
HDB,2018-08-27,Private_2,11.7303,2.249
HDB,2018-08-28,Private_2,11.7466,2.2521
HDB,2018-08-29,Private_2,12.1213,2.324
HDB,2018-08-30,Private_2,12.4472,2.3865
HDB,2018-08-31,Private_2,12.4309,2.3833
HDB,2018-09-04,Private_2,12.1865,2.3365
HDB,2018-09-05,Private_2,12.0562,2.3115
HDB,2018-09-06,Private_2,11.8932,2.2803
HDB,2018-09-07,Private_2,11.9421,2.2896
HDB,2018-09-10,Private_2,12.0562,2.3115
HDB,2018-09-11,Private_2,12.0887,2.3177
HDB,2018-09-12,Private_2,12.0887,2.3177
HDB,2018-09-13,Private_2,12.5775,2.4114
HDB,2018-09-14,Private_2,12.5775,2.4114
HDB,2018-09-17,Private_2,12.5123,2.3989
HDB,2018-09-18,Private_2,12.4635,2.3896
HDB,2018-09-19,Private_2,12.5449,2.4052
HDB,2018-09-20,Private_2,12.659,2.4271
HDB,2018-09-21,Private_2,12.659,2.4271
HDB,2018-09-24,Private_2,12.7078,2.4364
HDB,2018-09-25,Private_2,12.6753,2.4302
HDB,2018-09-26,Private_2,12.5775,2.4114
HDB,2018-09-27,Private_2,12.5612,2.4083
HDB,2018-09-28,Private_2,14.6713,2.3348
HDB,2018-10-01,Private_2,14.879,2.3679
HDB,2018-10-02,Private_2,14.8035,2.3559
HDB,2018-10-03,Private_2,14.8979,2.3709
HDB,2018-10-04,Private_2,14.6336,2.3288
HDB,2018-10-05,Private_2,14.3503,2.2837
HDB,2018-10-08,Private_2,14.2748,2.2717
HDB,2018-10-09,Private_2,14.237,2.2657
HDB,2018-10-10,Private_2,14.2748,2.2717
HDB,2018-10-11,Private_2,13.6328,2.1696
HDB,2018-10-12,Private_2,13.7839,2.1936
HDB,2018-10-15,Private_2,13.4062,2.1335
HDB,2018-10-16,Private_2,13.9727,2.2236
HDB,2018-10-17,Private_2,14.0293,2.2327
HDB,2018-10-18,Private_2,13.9538,2.2206
HDB,2018-10-19,Private_2,13.7083,2.1816
HDB,2018-10-22,Private_2,13.7839,2.1936
HDB,2018-10-23,Private_2,13.5951,2.1635
HDB,2018-10-24,Private_2,13.2174,2.1034
HDB,2018-10-25,Private_2,12.9531,2.0614
HDB,2018-10-26,Private_2,12.9908,2.0674
HDB,2018-10-29,Private_2,12.8775,2.0494
HDB,2018-10-30,Private_2,12.5377,1.9953
HDB,2018-10-31,Private_2,12.3866,1.9712
HDB,2018-11-01,Private_2,12.4055,1.9742
HDB,2018-11-02,Private_2,12.651,2.0133
HDB,2018-11-05,Private_2,12.6132,2.0073
HDB,2018-11-06,Private_2,12.4055,1.9742
HDB,2018-11-07,Private_2,12.5377,1.9953
HDB,2018-11-08,Private_2,12.5377,1.9953
HDB,2018-11-09,Private_2,12.3866,1.9712
HDB,2018-11-12,Private_2,12.0845,1.9232
HDB,2018-11-13,Private_2,11.3292,1.803
HDB,2018-11-14,Private_2,10.876,1.7308
HDB,2018-11-15,Private_2,10.5739,1.6828
HDB,2018-11-16,Private_2,11.3103,1.8
HDB,2018-11-19,Private_2,11.6691,1.857
HDB,2018-11-20,Private_2,11.4992,1.83
HDB,2018-11-21,Private_2,11.4236,1.818
HDB,2018-11-22,Private_2,11.6313,1.851
HDB,2018-11-23,Private_2,11.4425,1.821
HDB,2018-11-26,Private_2,11.518,1.833
HDB,2018-11-27,Private_2,11.4047,1.815
HDB,2018-11-28,Private_2,11.4614,1.824
HDB,2018-11-29,Private_2,11.4236,1.818
HDB,2018-11-30,Private_2,11.3292,1.803
HDB,2018-12-03,Private_2,12.0845,1.9232
HDB,2018-12-04,Private_2,11.9712,1.9051
HDB,2018-12-05,Private_2,11.7824,1.8751
HDB,2018-12-06,Private_2,11.518,1.833
HDB,2018-12-07,Private_2,11.5558,1.839
HDB,2018-12-10,Private_2,11.5747,1.842
