TICKER,Type,Date_Quarter,TOI,Net Interest Income,Fees Income,OPEX,Provision expense,PBT,Loan,NIM,Core TOI,Core PBT,Non-recurring income,Core TOI_T12M,PBT_T12M,OPEX_T12M,Provision expense_T12M,Non-recurring income_T12M,Net Interest Income_T12M,Fees Income_T12M,Loan_T12M,NIM_T12M,Core_TOI_Change,PBT_Change,OPEX_Change,Provision_Change,Non_Recurring_Change,NII_Change,Fee_Change,Loan_Growth_%,Small_PBT_Flag,PBT_Growth_%_T12M,Top_Line_Impact_T12M,Cost_Cutting_Impact_T12M,Non_Recurring_Impact_T12M,NII_Impact_T12M,Fee_Impact_T12M,OPEX_Impact_T12M,Provision_Impact_T12M,Loan_Impact_T12M,NIM_Impact_T12M,Total_Impact_T12M,Top_Line_Impact,Cost_Cutting_Impact,Non_Recurring_Impact,Total_Impact,NII_Impact,Fee_Impact,OPEX_Impact,Provision_Impact,Loan_Impact,NIM_Impact,PBT_Growth_%,Core TOI_QoQ,PBT_QoQ,OPEX_QoQ,Provision expense_QoQ,Non-recurring income_QoQ,Net Interest Income_QoQ,Fees Income_QoQ,Loan_QoQ,NIM_QoQ,PBT_Change_QoQ,Loan_Growth_%_QoQ,PBT_Growth_%_QoQ,Top_Line_Impact_QoQ,Cost_Cutting_Impact_QoQ,Non_Recurring_Impact_QoQ,NII_Impact_QoQ,Fee_Impact_QoQ,OPEX_Impact_QoQ,Provision_Impact_QoQ,Loan_Impact_QoQ,NIM_Impact_QoQ,Total_Impact_QoQ,Core TOI_YoY,PBT_YoY,OPEX_YoY,Provision expense_YoY,Non-recurring income_YoY,Net Interest Income_YoY,Fees Income_YoY,Loan_YoY,NIM_YoY,PBT_Change_YoY,Loan_Growth_%_YoY,PBT_Growth_%_YoY,Top_Line_Impact_YoY,Cost_Cutting_Impact_YoY,Non_Recurring_Impact_YoY,NII_Impact_YoY,Fee_Impact_YoY,OPEX_Impact_YoY,Provision_Impact_YoY,Loan_Impact_YoY,NIM_Impact_YoY,Total_Impact_YoY,Impacts_Capped
EIB,Private_2,2019-Q3,1087744000000.0,759893000000.0,90671000000.0,-604437000000.0,-142888000000.0,340419000000.0,107432887000000.0,0.0205174399407264,850564000000.0,103239000000.0,237180000000.0,928485250000.0,167000500000.0,-761819000000.0,-127259250000.0,127593500000.0,841593000000.0,86892250000.0,102452330500000.0,0.02347939536091405,-77921250000.0,173418500000.0,157382000000.0,-15628750000.0,109586500000.0,-81700000000.0,3778750000.0,4.745981217090717,False,103.84310226616087,-46.6,84.8,65.6,-48.9,2.3,94.3,-9.3,2.4,-51.3,103.8,-46.6,84.8,65.6,103.8,-48.9,2.3,94.3,-9.3,2.4,-51.3,103.84310226616087,913598000000.0,412186000000.0,-745633000000.0,36353000000.0,207868000000.0,834535000000.0,79063000000.0,105974371000000.0,0.0228865865096793,-71767000000.0,1.366885094414174,-17.411314309559277,-15.3,-9.2,7.1,-18.1,2.8,34.2,-43.5,0.7,-18.8,-17.4,897916000000.0,214808000000.0,-580787000000.0,-150751000000.0,48430000000.0,803229000000.0,94687000000.0,98576796000000.0,0.0230091351662618,125611000000.0,8.597742466309217,58.47594130572418,-22.0,-7.4,87.9,-20.2,-1.9,-11.0,3.7,4.3,-24.5,58.5,False
EIB,Private_2,2019-Q4,1259985000000.0,796887000000.0,134370000000.0,-676985000000.0,-590707000000.0,-7707000000.0,113254792000000.0,0.0206213627981505,931257000000.0,-336435000000.0,328728000000.0,916647250000.0,198403250000.0,-767731500000.0,-125293500000.0,174781000000.0,830759000000.0,85888250000.0,104666353250000.0,0.0228564715545302,14609750000.0,-206110250000.0,90746500000.0,-465413500000.0,153947000000.0,-33872000000.0,48481750000.0,7.882152730197254,False,-103.88451298050813,7.4,-188.9,77.6,-17.0,24.4,45.7,-234.6,3.9,-20.9,-103.9,7.4,-188.9,77.6,-103.9,-17.0,24.4,45.7,-234.6,3.9,-20.9,-103.88451298050813,850564000000.0,340419000000.0,-604437000000.0,-142888000000.0,237180000000.0,759893000000.0,90671000000.0,107432887000000.0,0.0205174399407264,-348126000000.0,5.276148651687981,-102.26397469001436,23.7,-152.9,26.9,10.8,12.9,-21.3,-131.5,2.6,8.2,-102.3,993944000000.0,-309343000000.0,-1047163000000.0,-401589000000.0,145465000000.0,899557000000.0,94387000000.0,104242577000000.0,0.0251131651365746,301636000000.0,8.287194499350473,97.50859078757237,-20.3,58.5,59.3,-33.2,13.0,119.6,-61.1,4.1,-37.3,97.5,False
EIB,Private_2,2020-Q1,1051620000000.0,855974000000.0,75491000000.0,-629128000000.0,35078000000.0,457570000000.0,108869640000000.0,0.0219071485993748,931465000000.0,337415000000.0,120155000000.0,900975500000.0,273812250000.0,-675187000000.0,-172573000000.0,220596750000.0,805091500000.0,95884000000.0,106919407000000.0,0.02173352096992418,30489500000.0,183757750000.0,46059000000.0,207651000000.0,-100441750000.0,50882500000.0,-20393000000.0,1.8075365984632206,False,67.11085789624094,11.1,92.7,-36.7,18.6,-7.4,16.8,75.8,0.9,17.7,67.1,11.1,92.7,-36.7,67.1,18.6,-7.4,16.8,75.8,0.9,17.7,67.11085789624094,931257000000.0,-7707000000.0,-676985000000.0,-590707000000.0,328728000000.0,796887000000.0,134370000000.0,113254792000000.0,0.0206213627981505,465277000000.0,-3.948374305803515,6037.070195925781,0.0,8741.7,-2704.6,766.7,-766.7,621.8,8119.9,-2.0,768.7,6037.1,908483000000.0,350351000000.0,-673693000000.0,6950000000.0,108611000000.0,829051000000.0,79432000000.0,101015578000000.0,0.0229086946311405,107219000000.0,7.484149741312415,30.603309252720845,6.5,20.7,3.3,7.7,-1.1,12.7,8.0,3.7,4.0,30.5,False
EIB,Private_2,2020-Q2,1077791000000.0,759410000000.0,88563000000.0,-728220000000.0,-255367000000.0,94204000000.0,103528889000000.0,0.0208915223533921,847973000000.0,-135614000000.0,229818000000.0,906721000000.0,300617000000.0,-664045750000.0,-165541000000.0,223482750000.0,811822250000.0,94898750000.0,108882922500000.0,0.02148313446198275,-58748000000.0,-206413000000.0,-64174250000.0,-89826000000.0,6335250000.0,-52412250000.0,-6335750000.0,-5.041182467388354,False,-68.66311619103377,-19.6,-51.2,2.1,-17.4,-2.1,-21.4,-29.9,-2.5,-14.9,-68.7,-19.6,-51.2,2.1,-68.7,-17.4,-2.1,-21.4,-29.9,-2.5,-14.9,-68.66311619103377,931465000000.0,457570000000.0,-629128000000.0,35078000000.0,120155000000.0,855974000000.0,75491000000.0,108869640000000.0,0.0219071485993748,-363366000000.0,-5.028990572717197,-79.41211180802938,-18.3,-85.1,24.0,-21.1,2.9,-21.7,-63.5,-2.5,-18.6,-79.4,913598000000.0,412186000000.0,-745633000000.0,36353000000.0,207868000000.0,834535000000.0,79063000000.0,105974371000000.0,0.0228865865096793,-317982000000.0,-2.3345526938339765,-77.14526936868307,-15.9,-66.6,5.3,-18.2,2.3,4.2,-70.7,-1.2,-17.0,-77.2,False
EIB,Private_2,2020-Q3,1093159000000.0,838579000000.0,102685000000.0,-494505000000.0,-46816000000.0,551838000000.0,101301963000000.0,0.023532865633745,941264000000.0,399943000000.0,151895000000.0,890314750000.0,221121500000.0,-659692500000.0,-238471000000.0,228970250000.0,793041000000.0,97273750000.0,108271552000000.0,0.020984368422910953,50949250000.0,330716500000.0,165187500000.0,191655000000.0,-77075250000.0,45538000000.0,5411250000.0,-6.651211628530447,False,149.5632491639212,23.0,161.4,-34.8,20.6,2.4,74.6,86.7,-3.3,23.9,149.6,23.0,161.4,-34.8,149.6,20.6,2.4,74.6,86.7,-3.3,23.9,149.5632491639212,847973000000.0,94204000000.0,-728220000000.0,-255367000000.0,229818000000.0,759410000000.0,88563000000.0,103528889000000.0,0.0208915223533921,457634000000.0,-2.1744048596741665,485.7904122967177,99.1,469.3,-82.6,84.0,15.1,248.2,221.5,-1.1,85.1,485.8,850564000000.0,340419000000.0,-604437000000.0,-142888000000.0,237180000000.0,759893000000.0,90671000000.0,107432887000000.0,0.0205174399407264,211419000000.0,-5.874365492872896,62.10552289972063,26.6,60.5,-25.0,23.1,3.5,32.3,28.2,-2.9,26.0,62.1,False
EIB,Private_2,2020-Q4,1223017000000.0,859773000000.0,201217000000.0,-586831000000.0,-400272000000.0,235914000000.0,100767406000000.0,0.0229942021727087,1060990000000.0,73887000000.0,162027000000.0,912989750000.0,273976250000.0,-632209500000.0,-214453000000.0,207649000000.0,812712500000.0,100277250000.0,106738821000000.0,0.021738224846165603,148000250000.0,-38062250000.0,45378500000.0,-185819000000.0,-45622000000.0,47060500000.0,100939750000.0,-5.755408005177599,True,-13.892536305610431,54.0,-51.3,-16.7,17.2,36.8,16.6,-67.8,-2.9,20.1,-14.0,54.0,-51.3,-16.7,-14.0,17.2,36.8,16.6,-67.8,-2.9,20.1,-13.892536305610431,941264000000.0,551838000000.0,-494505000000.0,-46816000000.0,151895000000.0,838579000000.0,102685000000.0,101301963000000.0,0.023532865633745,-315924000000.0,-0.5290826636866471,-57.24941015297967,21.7,-80.8,1.8,3.8,17.9,-16.7,-64.1,-0.3,4.1,-57.3,931257000000.0,-7707000000.0,-676985000000.0,-590707000000.0,328728000000.0,796887000000.0,134370000000.0,113254792000000.0,0.0206213627981505,243621000000.0,-11.66924376694795,3161.035422343324,1684.8,3641.5,-2162.1,815.5,866.1,1169.6,2471.9,-5.8,821.3,3164.2,False
EIB,Private_2,2021-Q1,1110060000000.0,817665000000.0,132447000000.0,-577278000000.0,-318641000000.0,214141000000.0,105032139000000.0,0.0212203240208642,950112000000.0,54193000000.0,159948000000.0,945423000000.0,334881500000.0,-609671000000.0,-166844250000.0,165973750000.0,828434000000.0,116989000000.0,103616974500000.0,0.022331434689805148,4689000000.0,-120740500000.0,32393000000.0,-151796750000.0,-6025750000.0,-10769000000.0,15458000000.0,1.3565018094361565,False,-36.05469397383851,1.4,-35.7,-1.8,-3.2,4.6,9.7,-45.3,0.7,-3.9,-36.1,1.4,-35.7,-1.8,-36.1,-3.2,4.6,9.7,-45.3,0.7,-3.9,-36.05469397383851,1060990000000.0,235914000000.0,-586831000000.0,-400272000000.0,162027000000.0,859773000000.0,201217000000.0,100767406000000.0,0.0229942021727087,-21773000000.0,4.144550465356957,-9.229210644556915,-47.0,38.7,-0.9,-17.8,-29.1,4.1,34.6,2.1,-19.9,-9.2,931465000000.0,457570000000.0,-629128000000.0,35078000000.0,120155000000.0,855974000000.0,75491000000.0,108869640000000.0,0.0219071485993748,-243429000000.0,-3.588096385117021,-53.20038464060144,4.1,-66.0,8.7,-8.4,12.4,11.3,-77.3,-1.8,-6.6,-53.2,False
EIB,Private_2,2021-Q2,1240057000000.0,983409000000.0,84797000000.0,-777116000000.0,-122541000000.0,340400000000.0,106352800000000.0,0.0251361343638053,1068206000000.0,168549000000.0,171851000000.0,950084750000.0,274024250000.0,-596708500000.0,-255274000000.0,175922000000.0,818856750000.0,131228000000.0,102657599250000.0,0.0221597285451775,118121250000.0,66375750000.0,-180407500000.0,132733000000.0,-4071000000.0,164552250000.0,-46431000000.0,3.5359013362585117,False,24.222582490418276,43.1,-17.4,-1.5,60.0,-17.0,-65.8,48.4,1.8,58.2,24.2,43.1,-17.4,-1.5,24.2,60.0,-17.0,-65.8,48.4,1.8,58.2,24.222582490418276,950112000000.0,214141000000.0,-577278000000.0,-318641000000.0,159948000000.0,817665000000.0,132447000000.0,105032139000000.0,0.0212203240208642,126259000000.0,1.2495317842866753,58.96068478245642,55.1,-1.8,5.5,77.4,-22.2,-93.3,91.6,0.6,76.8,58.8,847973000000.0,94204000000.0,-728220000000.0,-255367000000.0,229818000000.0,759410000000.0,88563000000.0,103528889000000.0,0.0208915223533921,246196000000.0,2.6909550932763837,261.34346736868923,233.9,89.1,-61.4,237.8,-3.9,-52.0,141.1,1.3,236.5,261.6,False
EIB,Private_2,2021-Q3,946812000000.0,737381000000.0,77084000000.0,-473658000000.0,-61404000000.0,411750000000.0,105246674000000.0,0.0187743051317504,814465000000.0,279403000000.0,132347000000.0,1005143000000.0,335573250000.0,-608932500000.0,-222067500000.0,161430250000.0,874856500000.0,130286500000.0,103363577000000.0,0.0232208815477808,-190678000000.0,76176750000.0,135274500000.0,160663500000.0,-29083250000.0,-137475500000.0,-53202500000.0,1.8053734089989664,False,22.70048342649481,-56.8,88.2,-8.7,-41.0,-15.8,40.3,47.9,0.9,-41.9,22.7,-56.8,88.2,-8.7,22.7,-41.0,-15.8,40.3,47.9,0.9,-41.9,22.70048342649481,1068206000000.0,340400000000.0,-777116000000.0,-122541000000.0,171851000000.0,983409000000.0,84797000000.0,106352800000000.0,0.0251361343638053,71350000000.0,-1.0454903115685439,20.96063454759107,-74.5,104.8,-11.6,-72.3,-2.3,89.1,18.0,-0.5,-71.8,18.7,941264000000.0,551838000000.0,-494505000000.0,-46816000000.0,151895000000.0,838579000000.0,102685000000.0,101301963000000.0,0.023532865633745,-140088000000.0,3.819643699706428,-25.385711023887445,-23.0,1.1,-3.6,-18.3,-4.6,3.8,-2.6,1.9,-20.2,-25.5,False
EIB,Private_2,2021-Q4,1412420000000.0,985847000000.0,138537000000.0,-686107000000.0,-487538000000.0,238775000000.0,114674630000000.0,0.0250568696215317,1124384000000.0,-49261000000.0,288036000000.0,973443250000.0,300551250000.0,-603720750000.0,-225714500000.0,156543250000.0,849557000000.0,123886250000.0,104349754750000.0,0.022031241422282154,150940750000.0,-61776250000.0,-82386250000.0,-261823500000.0,131492750000.0,136290000000.0,14650750000.0,9.428060041611417,False,-20.55431477992522,50.2,-102.8,43.8,45.3,4.9,-27.4,-87.1,4.7,40.6,-8.8,50.2,-102.8,43.8,-8.8,45.3,4.9,-27.4,-87.1,4.7,40.6,-20.55431477992522,814465000000.0,411750000000.0,-473658000000.0,-61404000000.0,132347000000.0,737381000000.0,77084000000.0,105246674000000.0,0.0187743051317504,-172975000000.0,8.573936065784697,-42.00971463266545,75.3,-155.1,37.8,60.3,14.9,-51.6,-103.5,4.3,56.0,-42.0,1060990000000.0,235914000000.0,-586831000000.0,-400272000000.0,162027000000.0,859773000000.0,201217000000.0,100767406000000.0,0.0229942021727087,2861000000.0,12.910408997434466,1.2127300626499486,26.9,-79.1,53.4,53.4,-26.6,-42.1,-37.0,6.5,46.9,1.2,True
EIB,Private_2,2022-Q1,1667889000000.0,1244924000000.0,99186000000.0,-700520000000.0,-158336000000.0,809033000000.0,122553271000000.0,0.0306519655912651,1344110000000.0,485254000000.0,323779000000.0,989291750000.0,301266500000.0,-628539750000.0,-247531000000.0,188045500000.0,881075500000.0,108216250000.0,107826560750000.0,0.022546908284487903,354818250000.0,507766500000.0,-71980250000.0,89195000000.0,135733500000.0,363848500000.0,-9030250000.0,12.784721768510451,False,168.5439635671407,117.8,5.7,45.0,120.8,-3.0,-23.9,29.7,6.4,114.4,168.5,117.8,5.7,45.0,168.5,120.8,-3.0,-23.9,29.7,6.4,114.4,168.5439635671407,1124384000000.0,238775000000.0,-686107000000.0,-487538000000.0,288036000000.0,985847000000.0,138537000000.0,114674630000000.0,0.0250568696215317,570258000000.0,6.6422549512841655,238.82651031305625,91.9,131.8,15.0,108.4,-16.5,-6.0,137.8,3.3,105.1,238.7,950112000000.0,214141000000.0,-577278000000.0,-318641000000.0,159948000000.0,817665000000.0,132447000000.0,105032139000000.0,0.0212203240208642,594892000000.0,15.397412338515021,277.80387688485627,183.9,17.2,76.4,199.5,-15.6,-57.5,74.7,7.7,191.8,277.5,False
EIB,Private_2,2022-Q2,2022454000000.0,1417523000000.0,124334000000.0,-798811000000.0,-129966000000.0,1093677000000.0,124528116000000.0,0.0339394624448089,1541857000000.0,613080000000.0,480597000000.0,1087791250000.0,449989500000.0,-659350250000.0,-207454750000.0,229003250000.0,987890250000.0,99901000000.0,112206843750000.0,0.024904818677088124,454065750000.0,643687500000.0,-139460750000.0,77488750000.0,251593750000.0,429632750000.0,24433000000.0,10.409339003425327,False,143.0450043834356,100.8,-13.7,55.9,95.4,5.4,-31.0,17.2,5.2,90.2,143.0,100.8,-13.7,55.9,143.0,95.4,5.4,-31.0,17.2,5.2,90.2,143.0450043834356,1344110000000.0,809033000000.0,-700520000000.0,-158336000000.0,323779000000.0,1244924000000.0,99186000000.0,122553271000000.0,0.0306519655912651,284644000000.0,1.5985380558026414,35.183237272150826,24.5,-8.7,19.4,21.3,3.1,-12.1,3.5,0.8,20.5,35.2,1068206000000.0,340400000000.0,-777116000000.0,-122541000000.0,171851000000.0,983409000000.0,84797000000.0,106352800000000.0,0.0251361343638053,753277000000.0,15.744320764908954,221.29171562867214,139.2,-8.6,90.7,127.5,11.5,-6.4,-2.2,7.9,119.6,221.3,False
EIB,Private_2,2022-Q3,1683890000000.0,1491922000000.0,105327000000.0,-702113000000.0,296261000000.0,1278038000000.0,127446734000000.0,0.034535862740292,1597249000000.0,1191397000000.0,86641000000.0,1206204000000.0,638308750000.0,-664774000000.0,-209311000000.0,306189750000.0,1096418750000.0,109785250000.0,116750672750000.0,0.027105650697339025,391045000000.0,639729250000.0,-37339000000.0,505572000000.0,-219548750000.0,395503250000.0,-4458250000.0,8.760175951377091,False,100.22254120752692,61.2,73.4,-34.4,61.9,-0.7,-5.8,79.2,4.4,57.5,100.2,61.2,73.4,-34.4,100.2,61.9,-0.7,-5.8,79.2,4.4,57.5,100.22254120752692,1541857000000.0,1093677000000.0,-798811000000.0,-129966000000.0,480597000000.0,1417523000000.0,124334000000.0,124528116000000.0,0.0339394624448089,184361000000.0,2.3165946918908773,16.85698794068084,5.1,47.8,-36.0,6.8,-1.7,8.8,39.0,1.2,5.6,16.9,814465000000.0,411750000000.0,-473658000000.0,-61404000000.0,132347000000.0,737381000000.0,77084000000.0,105246674000000.0,0.0187743051317504,866288000000.0,19.080953079685006,210.39174256223436,190.2,31.3,-11.2,183.3,6.9,-55.5,86.9,9.5,173.8,210.3,False
EIB,Private_2,2022-Q4,1858816000000.0,1437602000000.0,184968000000.0,-1218949000000.0,-111549000000.0,528318000000.0,130505614000000.0,0.0323549308469877,1622570000000.0,292072000000.0,236246000000.0,1401900000000.0,854880750000.0,-721887750000.0,-119894750000.0,294763250000.0,1285054000000.0,116846000000.0,122300687750000.0,0.031046040099474426,220670000000.0,-326562750000.0,-497061250000.0,8345750000.0,-58517250000.0,152548000000.0,68122000000.0,6.491077313502926,False,-38.19980155126899,25.8,-57.2,-6.8,17.8,8.0,-58.1,1.0,3.2,14.6,-38.2,25.8,-57.2,-6.8,-38.2,17.8,8.0,-58.1,1.0,3.2,14.6,-38.19980155126899,1597249000000.0,1278038000000.0,-702113000000.0,296261000000.0,86641000000.0,1491922000000.0,105327000000.0,127446734000000.0,0.034535862740292,-749720000000.0,2.371662846813862,-58.661792528860644,2.0,-72.3,11.7,-4.2,6.2,-40.4,-31.9,1.2,-5.4,-58.6,1124384000000.0,238775000000.0,-686107000000.0,-487538000000.0,288036000000.0,985847000000.0,138537000000.0,114674630000000.0,0.0250568696215317,289543000000.0,12.913751729523526,121.2618573971312,208.7,-65.7,-21.7,189.2,19.4,-223.1,157.5,6.5,182.7,121.3,False
EIB,Private_2,2023-Q1,1667234000000.0,1236609000000.0,146425000000.0,-704433000000.0,-92120000000.0,870681000000.0,130073553000000.0,0.0278979928235665,1383034000000.0,586481000000.0,284200000000.0,1526446500000.0,927266500000.0,-855098250000.0,-25897500000.0,281815750000.0,1397992750000.0,128453750000.0,126258433750000.0,0.03287055540583843,-143412500000.0,-56585500000.0,150665250000.0,-66222500000.0,2384250000.0,-161383750000.0,17971250000.0,2.976701658167131,False,-6.102398824933285,-15.5,9.1,0.3,-17.4,1.9,16.3,-7.1,1.5,-18.9,-6.1,-15.5,9.1,0.3,-6.1,-17.4,1.9,16.3,-7.1,1.5,-18.9,-6.102398824933285,1622570000000.0,528318000000.0,-1218949000000.0,-111549000000.0,236246000000.0,1437602000000.0,184968000000.0,130505614000000.0,0.0323549308469877,342363000000.0,-0.3316159192419247,64.80244852531997,-45.4,101.1,9.1,-38.0,-7.3,97.4,3.7,-0.2,-37.8,64.8,1344110000000.0,809033000000.0,-700520000000.0,-158336000000.0,323779000000.0,1244924000000.0,99186000000.0,122553271000000.0,0.0306519655912651,61648000000.0,5.953668641299944,7.619961114070748,4.8,7.7,-4.9,-1.0,5.8,-0.5,8.2,3.0,-4.0,7.6,False
EIB,Private_2,2023-Q2,1481262000000.0,1094223000000.0,123831000000.0,-768946000000.0,-177795000000.0,534521000000.0,131849846000000.0,0.0243430217622835,1218054000000.0,271313000000.0,263208000000.0,1536177500000.0,942678500000.0,-856076500000.0,-9343500000.0,271921000000.0,1395914000000.0,140263500000.0,128138504250000.0,0.03218206221391377,-318123500000.0,-408157500000.0,87130500000.0,-168451500000.0,-8713000000.0,-301691000000.0,-16432500000.0,2.855006192724591,False,-43.29763540804208,-33.7,-8.6,-0.9,-32.0,-1.7,9.2,-17.9,1.4,-33.4,-43.2,-33.7,-8.6,-0.9,-43.2,-32.0,-1.7,9.2,-17.9,1.4,-33.4,-43.29763540804208,1383034000000.0,870681000000.0,-704433000000.0,-92120000000.0,284200000000.0,1236609000000.0,146425000000.0,130073553000000.0,0.0278979928235665,-336160000000.0,1.3563454099799614,-38.60885904251959,-19.0,-17.3,-2.4,-16.4,-2.6,-7.4,-9.8,0.7,-17.1,-38.7,1541857000000.0,1093677000000.0,-798811000000.0,-129966000000.0,480597000000.0,1417523000000.0,124334000000.0,124528116000000.0,0.0339394624448089,-559156000000.0,5.711668774401132,-51.12624659748719,-29.6,-1.6,-19.9,-29.6,-0.1,2.7,-4.4,2.9,-32.5,-51.1,False
EIB,Private_2,2023-Q3,1234942000000.0,868736000000.0,115578000000.0,-757989000000.0,-170013000000.0,306940000000.0,135966987000000.0,0.0189108837045989,984314000000.0,56312000000.0,250628000000.0,1455226750000.0,802889500000.0,-848610250000.0,-21300750000.0,217573750000.0,1315089000000.0,140137750000.0,129968936750000.0,0.029782952043282424,-470912750000.0,-495949500000.0,90621250000.0,-148712250000.0,33054250000.0,-446353000000.0,-24559750000.0,4.510898840157167,False,-61.77057988677147,-58.7,-7.2,4.1,-55.6,-3.1,11.3,-18.5,2.3,-57.9,-61.8,-58.7,-7.2,4.1,-61.8,-55.6,-3.1,11.3,-18.5,2.3,-57.9,-61.77057988677147,1218054000000.0,534521000000.0,-768946000000.0,-177795000000.0,263208000000.0,1094223000000.0,123831000000.0,131849846000000.0,0.0243430217622835,-227581000000.0,3.0745946428244113,-42.57662467891814,-43.7,3.5,-2.3,-42.2,-1.5,2.0,1.4,1.5,-43.7,-42.5,1597249000000.0,1278038000000.0,-702113000000.0,296261000000.0,86641000000.0,1491922000000.0,105327000000.0,127446734000000.0,0.034535862740292,-971098000000.0,6.469103407107635,-75.9834997081464,-47.9,-40.9,12.8,-48.8,0.8,-4.4,-36.5,3.2,-52.0,-76.0,False
EIB,Private_2,2023-Q4,2171395000000.0,1397536000000.0,128466000000.0,-909440000000.0,-254471000000.0,1007484000000.0,140448924000000.0,0.0295115118538618,1526002000000.0,362091000000.0,645393000000.0,1301993000000.0,560115000000.0,-862579250000.0,-137869250000.0,258570500000.0,1159292500000.0,142700500000.0,132099000000000.0,0.025876707284359146,224009000000.0,447369000000.0,-46860750000.0,-116601750000.0,386822500000.0,238243500000.0,-14234500000.0,6.127306990604706,False,79.8709193647733,40.0,-29.2,69.1,42.6,-2.6,-8.4,-20.8,3.1,39.5,79.9,40.0,-29.2,69.1,79.9,42.6,-2.6,-8.4,-20.8,3.1,39.5,79.8709193647733,984314000000.0,306940000000.0,-757989000000.0,-170013000000.0,250628000000.0,868736000000.0,115578000000.0,135966987000000.0,0.0189108837045989,700544000000.0,3.242893640807819,228.23483416954454,176.4,-76.9,128.7,172.3,4.1,-49.3,-27.6,1.6,170.7,228.2,1622570000000.0,528318000000.0,-1218949000000.0,-111549000000.0,236246000000.0,1437602000000.0,184968000000.0,130505614000000.0,0.0323549308469877,479166000000.0,7.339467405413967,90.69651232780257,-18.3,31.6,77.5,-7.6,-10.7,58.6,-27.0,3.7,-11.3,90.8,False
EIB,Private_2,2024-Q1,1577190000000.0,1358029000000.0,110653000000.0,-634615000000.0,-281527000000.0,661048000000.0,147021336000000.0,0.0277875666354394,1468682000000.0,552540000000.0,108508000000.0,1277851000000.0,679906500000.0,-785202000000.0,-173599750000.0,360857250000.0,1149276000000.0,128575000000.0,134584827500000.0,0.025165852536077674,190831000000.0,-18858500000.0,150587000000.0,-107927250000.0,-252349250000.0,208753000000.0,-17922000000.0,8.832554192301973,True,-2.7736902059327275,32.1,7.2,-42.0,35.1,-3.0,25.3,-18.1,4.4,30.7,-2.7,32.1,7.2,-42.0,-2.7,35.1,-3.0,25.3,-18.1,4.4,30.7,-2.7736902059327275,1526002000000.0,1007484000000.0,-909440000000.0,-254471000000.0,645393000000.0,1397536000000.0,128466000000.0,140448924000000.0,0.0295115118538618,-346436000000.0,4.57258569982161,-34.38625328044912,-5.7,24.6,-53.3,-3.9,-1.8,27.3,-2.7,2.3,-6.2,-34.4,1383034000000.0,870681000000.0,-704433000000.0,-92120000000.0,284200000000.0,1236609000000.0,146425000000.0,130073553000000.0,0.0278979928235665,-209633000000.0,12.232476074288039,-24.07690072483493,9.8,-13.7,-20.2,13.9,-4.1,8.0,-21.8,6.1,7.8,-24.1,True
EIB,Private_2,2024-Q2,1967682000000.0,1511540000000.0,124679000000.0,-933827000000.0,-220608000000.0,813247000000.0,151327939000000.0,0.0301555549546106,1636219000000.0,481784000000.0,331463000000.0,1299263000000.0,627498250000.0,-767747500000.0,-220951500000.0,316934250000.0,1179631000000.0,119632000000.0,138821773250000.0,0.025138245989045897,336956000000.0,185748750000.0,-166079500000.0,343500000.0,14528750000.0,331909000000.0,5047000000.0,8.620491575207481,False,29.60147697623061,53.7,-26.4,2.3,52.9,0.8,-26.5,0.1,4.3,48.6,29.6,53.7,-26.4,2.3,29.6,52.9,0.8,-26.5,0.1,4.3,48.6,29.60147697623061,1468682000000.0,661048000000.0,-634615000000.0,-281527000000.0,108508000000.0,1358029000000.0,110653000000.0,147021336000000.0,0.0277875666354394,152199000000.0,2.8869538898661644,23.023895390349868,25.3,-36.1,33.7,23.2,2.1,-45.3,9.2,1.4,21.8,22.9,1218054000000.0,534521000000.0,-768946000000.0,-177795000000.0,263208000000.0,1094223000000.0,123831000000.0,131849846000000.0,0.0243430217622835,278726000000.0,13.756794516914525,52.145004592897195,78.2,-38.8,12.8,78.1,0.2,-30.9,-8.0,6.9,71.2,52.2,False
EIB,Private_2,2024-Q3,1969972000000.0,1535871000000.0,102898000000.0,-864338000000.0,-201981000000.0,903653000000.0,159483450000000.0,0.0291797607037753,1638769000000.0,572450000000.0,331203000000.0,1403804250000.0,697179750000.0,-808967750000.0,-231654750000.0,333998000000.0,1283960250000.0,119844000000.0,143691296500000.0,0.026591379287127674,234964750000.0,206473250000.0,-55370250000.0,29673750000.0,-2795000000.0,251910750000.0,-16946000000.0,10.417855499056218,False,29.615497294635993,33.7,-3.7,-0.4,36.1,-2.4,-7.9,4.3,5.2,30.9,29.6,33.7,-3.7,-0.4,29.6,36.1,-2.4,-7.9,4.3,5.2,30.9,29.615497294635993,1636219000000.0,813247000000.0,-933827000000.0,-220608000000.0,331463000000.0,1511540000000.0,124679000000.0,151327939000000.0,0.0301555549546106,90406000000.0,5.247884272348849,11.116671810655312,0.3,10.8,-0.0,3.0,-2.7,8.5,2.3,2.6,0.4,11.1,984314000000.0,306940000000.0,-757989000000.0,-170013000000.0,250628000000.0,868736000000.0,115578000000.0,135966987000000.0,0.0189108837045989,596713000000.0,15.91905785537897,194.4070502378315,213.3,-45.1,26.2,217.3,-4.1,-34.6,-10.5,8.0,209.3,194.4,False
