TICKER,Type,Date_Quarter,TOI,Net Interest Income,Fees Income,OPEX,Provision expense,PBT,Loan,NIM,Core TOI,Core PBT,Non-recurring income,Core TOI_T12M,PBT_T12M,OPEX_T12M,Provision expense_T12M,Non-recurring income_T12M,Net Interest Income_T12M,Fees Income_T12M,Loan_T12M,NIM_T12M,Core_TOI_Change,PBT_Change,OPEX_Change,Provision_Change,Non_Recurring_Change,NII_Change,Fee_Change,Loan_Growth_%,Small_PBT_Flag,PBT_Growth_%_T12M,Top_Line_Impact_T12M,Cost_Cutting_Impact_T12M,Non_Recurring_Impact_T12M,NII_Impact_T12M,Fee_Impact_T12M,OPEX_Impact_T12M,Provision_Impact_T12M,Loan_Impact_T12M,NIM_Impact_T12M,Total_Impact_T12M,Top_Line_Impact,Cost_Cutting_Impact,Non_Recurring_Impact,Total_Impact,NII_Impact,Fee_Impact,OPEX_Impact,Provision_Impact,Loan_Impact,NIM_Impact,PBT_Growth_%,Core TOI_QoQ,PBT_QoQ,OPEX_QoQ,Provision expense_QoQ,Non-recurring income_QoQ,Net Interest Income_QoQ,Fees Income_QoQ,Loan_QoQ,NIM_QoQ,PBT_Change_QoQ,Loan_Growth_%_QoQ,PBT_Growth_%_QoQ,Top_Line_Impact_QoQ,Cost_Cutting_Impact_QoQ,Non_Recurring_Impact_QoQ,NII_Impact_QoQ,Fee_Impact_QoQ,OPEX_Impact_QoQ,Provision_Impact_QoQ,Loan_Impact_QoQ,NIM_Impact_QoQ,Total_Impact_QoQ,Core TOI_YoY,PBT_YoY,OPEX_YoY,Provision expense_YoY,Non-recurring income_YoY,Net Interest Income_YoY,Fees Income_YoY,Loan_YoY,NIM_YoY,PBT_Change_YoY,Loan_Growth_%_YoY,PBT_Growth_%_YoY,Top_Line_Impact_YoY,Cost_Cutting_Impact_YoY,Non_Recurring_Impact_YoY,NII_Impact_YoY,Fee_Impact_YoY,OPEX_Impact_YoY,Provision_Impact_YoY,Loan_Impact_YoY,NIM_Impact_YoY,Total_Impact_YoY,Impacts_Capped
TPB,Private_2,2025-Q1,4482468000000.0,3383618000000.0,909938000000.0,-1883976000000.0,-489617000000.0,2108875000000.0,262477215000000.0,0.0347511303480378,4293556000000.0,1919963000000.0,188912000000.0,4067566500000.0,1900049500000.0,-1569714250000.0,-1039803000000.0,442000250000.0,3226664000000.0,840902500000.0,224828808000000.0,0.0369128852639179,225989500000.0,208825500000.0,-314261750000.0,550186000000.0,-253088250000.0,156954000000.0,69035500000.0,15.451648542419102,False,10.990529457258877,11.9,12.4,-13.3,8.3,3.6,-16.5,29.0,7.7,0.6,11.0,11.9,12.4,-13.3,11.0,8.3,3.6,-16.5,29.0,7.7,0.6,10.990529457258877,3977504000000.0,2136997000000.0,-1793687000000.0,-1190954000000.0,1144134000000.0,3068665000000.0,908839000000.0,250331368000000.0,0.0318338658865179,-28122000000.0,4.736990527321186,-1.3159587963857693,-1.3,-1.3,1.3,-1.3,-0.0,0.5,-1.3,2.4,-3.7,-1.3,4142512000000.0,1828594000000.0,-1675773000000.0,-1180800000000.0,542655000000.0,3427386000000.0,715126000000.0,200829487000000.0,0.0412895230677992,280281000000.0,26.61205967186721,15.327677986474855,8.3,26.4,-19.3,-2.4,10.7,-11.4,37.8,13.3,-15.7,15.4,False
TPB,Private_2,2025-Q2,4615730000000.0,3151325000000.0,988763000000.0,-1753628000000.0,-824744000000.0,2037358000000.0,284849379000000.0,0.0318804355062283,4140088000000.0,1561716000000.0,475642000000.0,4105327500000.0,1970119750000.0,-1621765000000.0,-867007250000.0,353564500000.0,3215722000000.0,889605500000.0,240240740000000.0,0.03527828708397755,34760500000.0,67238250000.0,-131863000000.0,42263250000.0,122077500000.0,-64397000000.0,99157500000.0,16.990850669578112,False,3.412901677677207,1.8,-4.5,6.2,-3.3,5.0,-6.7,2.1,8.5,-11.8,3.5,1.8,-4.5,6.2,3.5,-3.3,5.0,-6.7,2.1,8.5,-11.8,3.412901677677207,4293556000000.0,2108875000000.0,-1883976000000.0,-489617000000.0,188912000000.0,3383618000000.0,909938000000.0,262477215000000.0,0.0347511303480378,-71517000000.0,8.175069234804988,-3.391239404895975,-7.3,-9.7,13.6,-11.0,3.7,6.2,-15.9,4.1,-15.1,-3.4,4181952000000.0,1904021000000.0,-1383027000000.0,-949110000000.0,54206000000.0,3236772000000.0,945180000000.0,213432272000000.0,0.0385907097648273,133337000000.0,28.66535697498522,7.002916459429807,-2.2,-12.9,22.1,-4.5,2.3,-19.5,6.5,14.3,-18.8,7.0,False
VAB,Private_3,2018-Q1,272107000000.0,272095000000.0,-2108000000.0,-127698000000.0,-71480000000.0,72929000000.0,33339321000000.0,0.0046137146940138,269987000000.0,70809000000.0,2120000000.0,,,,,,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,False
VAB,Private_3,2021-Q2,520622280616.0,396505984952.0,13346174793.0,-165156640670.0,-84909769336.0,270555870610.0,51369171889328.0,0.0246252815925316,409852159745.0,159785749739.0,110770120871.0,,,,,,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,0.0,269987000000.0,72929000000.0,-127698000000.0,-71480000000.0,2120000000.0,272095000000.0,-2108000000.0,33339321000000.0,0.0046137146940138,197626870610.0,42.56916933437613,270.98530160841364,191.9,-69.6,149.0,170.7,21.1,-51.5,-18.4,21.3,149.4,271.3,,,,,,,,,,,,0.0,,,,,,,,,,,False
VAB,Private_3,2021-Q3,422496048598.0,351384832027.0,4313151782.0,-155713102540.0,-140408397455.0,126374548603.0,52173249874972.0,0.0192824750964071,355697983809.0,59576483814.0,66798064789.0,,,,,,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,0.0,409852159745.0,270555870610.0,-165156640670.0,-84909769336.0,110770120871.0,396505984952.0,13346174793.0,51369171889328.0,0.0246252815925316,-144181322007.0,1.5531372976273865,-53.290775647161624,-20.0,-17.0,-16.3,-16.7,-3.4,3.5,-20.5,0.8,-17.5,-53.3,,,,,,,,,,,,0.0,,,,,,,,,,,False
VAB,Private_3,2021-Q4,750931345065.0,560498931119.0,19402970053.0,-185992872954.0,-242986773722.0,321951698389.0,54458731509641.0,0.0277749800732816,579901901172.0,150922254496.0,171029443893.0,,,,,,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,0.0,355697983809.0,126374548603.0,-155713102540.0,-140408397455.0,66798064789.0,351384832027.0,4313151782.0,52173249874972.0,0.0192824750964071,195577149786.0,4.286671981505156,154.7599195787412,177.4,-105.1,82.5,165.4,11.9,-24.0,-81.1,2.1,163.3,154.8,,,,,,,,,,,,0.0,,,,,,,,,,,False
VAB,Private_3,2022-Q1,516220078867.0,251511733599.0,8453896847.0,-178332138376.0,1467950632.0,339355891123.0,56821630842396.0,0.0118514452025532,259965630446.0,83101442702.0,256254448421.0,403859761181.5,197952779400.5,-158640154041.0,-134946235128.25,87679407388.25,395121187024.5,8738574157.0,47835118568485.25,0.019074112864058523,-143894130735.5,141403111722.5,-19691984335.0,136414185760.25,168575041032.75,-143609453425.5,-284677310.0,17.173306689719173,False,71.43274883572705,-72.7,58.9,85.1,-72.6,-0.1,-9.9,68.9,8.6,-81.2,71.3,-72.7,58.9,85.1,71.3,-72.6,-0.1,-9.9,68.9,8.6,-81.2,71.43274883572705,579901901172.0,321951698389.0,-185992872954.0,-242986773722.0,171029443893.0,560498931119.0,19402970053.0,54458731509641.0,0.0277749800732816,17404192734.0,4.246749889760306,5.405839702380226,-15.9,15.9,5.4,-15.9,-0.7,0.5,15.5,2.1,-18.0,5.4,269987000000.0,72929000000.0,-127698000000.0,-71480000000.0,2120000000.0,272095000000.0,-2108000000.0,33339321000000.0,0.0046137146940138,266426891123.0,52.08975584783925,365.32365879554084,-13.9,30.7,348.5,-28.1,14.6,-69.4,100.1,26.0,-54.1,365.3,False
VAB,Private_3,2022-Q2,480979807694.0,411567901484.0,22958369894.0,-185534570865.0,-15576912673.0,279868324156.0,58005353660295.0,0.0198852015350469,434526271378.0,233414787840.0,46453536316.0,401354418793.0,264559502181.25,-171298688635.0,-116709247470.25,151213019493.5,389975370424.25,11379048368.75,53705696029084.25,0.020883545491193378,33171852585.0,15308821974.75,-14235882230.0,101132334797.25,-104759483177.5,21592531059.75,11579321525.25,7.697819764770383,True,5.786532650889972,12.5,32.8,-39.6,8.2,4.4,-5.4,38.2,3.8,4.4,5.7,12.5,32.8,-39.6,5.7,8.2,4.4,-5.4,38.2,3.8,4.4,5.786532650889972,259965630446.0,339355891123.0,-178332138376.0,1467950632.0,256254448421.0,251511733599.0,8453896847.0,56821630842396.0,0.0118514452025532,-59487566967.0,2.061750246295563,-17.529551872561612,51.4,-7.2,-61.8,47.2,4.3,-2.1,-5.0,1.0,46.2,-17.6,409852159745.0,270555870610.0,-165156640670.0,-84909769336.0,110770120871.0,396505984952.0,13346174793.0,51369171889328.0,0.0246252815925316,9312453546.0,12.134785019855794,3.4419706085120163,9.1,18.1,-23.8,5.6,3.6,-7.5,25.6,6.1,-0.5,3.4,False
VAB,Private_3,2022-Q3,396239852474.0,321409012161.0,25519020967.0,-186764127729.0,-18799028510.0,190676696235.0,61492997578303.0,0.0155976714990324,346928033128.0,141364876889.0,49311819346.0,407522946701.25,266887615567.75,-176393171183.75,-99376033304.5,135133873354.75,393740849557.25,13782097144.0,55364741471826.0,0.0196985254768222,-60594913573.25,-76210919332.75,-10370956545.25,80577004794.5,-85822054008.75,-72331837396.25,11736923823.0,10.488404373197968,False,-28.555434904923004,-22.7,26.3,-32.2,-27.1,4.4,-3.9,30.2,5.2,-32.3,-28.6,-22.7,26.3,-32.2,-28.6,-27.1,4.4,-3.9,30.2,5.2,-32.3,-28.555434904923004,434526271378.0,279868324156.0,-185534570865.0,-15576912673.0,46453536316.0,411567901484.0,22958369894.0,58005353660295.0,0.0198852015350469,-89191627921.0,5.837141486654236,-31.869139957147897,-31.3,-1.6,1.0,-32.2,0.9,-0.4,-1.1,2.9,-35.1,-31.9,355697983809.0,126374548603.0,-155713102540.0,-140408397455.0,66798064789.0,351384832027.0,4313151782.0,52173249874972.0,0.0192824750964071,64302147632.0,16.398443534721398,50.88219767573796,-6.9,71.6,-13.8,-23.7,16.8,-24.6,96.2,8.2,-31.9,50.9,False
VAB,Private_3,2022-Q4,592217776549.0,505068721813.0,15867692059.0,-209787397161.0,-28455227339.0,353975152049.0,62508119103848.0,0.0231182009304175,520936413872.0,282693789372.0,71281362677.0,405330459031.0,282963152475.75,-184155927481.0,-68973691068.25,130762311994.0,386246894590.75,19083564440.25,57694678397658.75,0.018777324577478525,115605954841.0,71011999573.25,-25631469680.0,40518463729.25,-59480949317.0,118821827222.25,-3215872381.25,8.008866359585205,False,25.09584691573428,40.9,5.3,-21.0,42.0,-1.1,-9.1,14.3,4.0,38.0,25.2,40.9,5.3,-21.0,25.2,42.0,-1.1,-9.1,14.3,4.0,38.0,25.09584691573428,346928033128.0,190676696235.0,-186764127729.0,-18799028510.0,49311819346.0,321409012161.0,25519020967.0,61492997578303.0,0.0155976714990324,163298455814.0,1.637278038627726,85.64153828884385,91.3,-17.1,11.6,96.3,-5.1,-12.1,-5.1,0.8,95.5,85.8,579901901172.0,321951698389.0,-185992872954.0,-242986773722.0,171029443893.0,560498931119.0,19402970053.0,54458731509641.0,0.0277749800732816,32023453660.0,13.763536509683059,9.946663993462607,-18.3,59.2,-31.0,-17.2,-1.1,-7.4,66.6,6.9,-24.1,9.9,False
VAB,Private_3,2023-Q1,499956556302.0,445933414419.0,12334309490.0,-225185792189.0,-30096374313.0,244674389800.0,66620226728631.0,0.0199642855366425,458267723909.0,202985557407.0,41688832393.0,390589087206.0,290969015890.75,-190104558532.75,-15340804472.5,105825291690.0,372389342264.25,18199744941.75,59707025296210.5,0.0176131297917625,67678636703.0,-46294626090.75,-35081233656.25,-14755569840.5,-64136459297.0,73544072154.75,-5865435451.75,10.944909070073114,True,-15.910500280941328,23.3,-17.1,-22.0,25.3,-2.0,-12.1,-5.1,5.5,19.8,-15.8,23.3,-17.1,-22.0,-15.8,25.3,-2.0,-12.1,-5.1,5.5,19.8,-15.910500280941328,520936413872.0,353975152049.0,-209787397161.0,-28455227339.0,71281362677.0,505068721813.0,15867692059.0,62508119103848.0,0.0231182009304175,-109300762249.0,6.369023932386971,-30.87808893260105,-17.7,-4.8,-8.4,-16.7,-1.0,-4.4,-0.5,3.2,-19.9,-30.9,259965630446.0,339355891123.0,-178332138376.0,1467950632.0,256254448421.0,251511733599.0,8453896847.0,56821630842396.0,0.0118514452025532,-94681501323.0,15.875645553368317,-27.900355879981632,58.4,-23.1,-63.2,57.3,1.1,-13.8,-9.3,7.9,49.4,-27.9,False
VAB,Private_3,2023-Q2,496442683469.0,432240468968.0,24193114982.0,-218951171531.0,7214607158.0,284706119096.0,66669784493744.0,0.0195495132504495,456433583950.0,244697019577.0,40009099519.0,440164610571.75,267298640560.0,-201817971986.0,-23231885708.75,52183887683.0,420994762469.25,19169848102.5,62156674267769.25,0.019641339875284825,16268973378.25,17407478536.0,-17133199545.0,30446492866.75,-12174788164.0,11245706498.75,5023266879.5,7.006495822926456,True,6.512370769836585,6.1,5.0,-4.6,4.2,1.9,-6.4,11.4,3.5,0.7,6.5,6.1,5.0,-4.6,6.5,4.2,1.9,-6.4,11.4,3.5,0.7,6.512370769836585,458267723909.0,244674389800.0,-225185792189.0,-30096374313.0,41688832393.0,445933414419.0,12334309490.0,66620226728631.0,0.0199642855366425,40031729296.0,0.0743608086735323,16.36122576160196,-0.8,17.8,-0.7,-5.6,4.8,2.6,15.2,0.0,-5.6,16.3,434526271378.0,279868324156.0,-185534570865.0,-15576912673.0,46453536316.0,411567901484.0,22958369894.0,58005353660295.0,0.0198852015350469,4837794940.0,13.899211922659186,1.7285968158738068,7.8,-3.8,-2.3,7.4,0.4,-11.9,8.1,6.9,0.5,1.7,False
VAB,Private_3,2023-Q3,331652824299.0,141875187828.0,14049798377.0,-225732615217.0,-42903523814.0,63016685268.0,66735608404330.0,0.0062218784153189,155924986205.0,-112711152826.0,175727838094.0,445641438714.75,268508089295.0,-210172122152.5,-17534005751.0,50572778483.75,426162904340.25,19478534374.5,64322781976131.5,0.019557417804135474,-289716452509.75,-205491404027.0,-15560493064.5,-25369518063.0,125155059610.25,-284287716512.25,-5428735997.5,3.682063271483929,False,-76.530805670154,-107.9,-15.2,46.6,-105.8,-2.0,-5.8,-9.4,1.8,-107.6,-76.5,-107.9,-15.2,46.6,-76.5,-105.8,-2.0,-5.8,-9.4,1.8,-107.6,-76.530805670154,456433583950.0,284706119096.0,-218951171531.0,7214607158.0,40009099519.0,432240468968.0,24193114982.0,66669784493744.0,0.0195495132504495,-221689433828.0,0.09868253322606169,-77.86605870358852,-105.6,-20.0,47.7,-102.0,-3.6,-2.4,-17.6,0.0,-102.0,-77.9,346928033128.0,190676696235.0,-186764127729.0,-18799028510.0,49311819346.0,321409012161.0,25519020967.0,61492997578303.0,0.0155976714990324,-127660010967.0,8.17697546635896,-66.95102940616565,-100.2,-33.1,66.3,-94.1,-6.0,-20.4,-12.7,4.1,-98.2,-67.0,False
VAB,Private_3,2023-Q4,1184957577093.0,789494557513.0,26008852391.0,-239395077911.0,-609538751058.0,336023748124.0,69059040694653.0,0.0331226820058548,815503409904.0,-33430419065.0,369454167189.0,397890676984.0,236593086553.25,-219914244024.5,-23560129577.0,82176783170.75,381279448257.0,16611228727.0,65633434682638.25,0.0172134695332071,417612732920.0,99430661570.75,-19480833886.5,-585978621481.0,287277384018.25,408215109256.0,9397623664.0,5.086558848100726,False,42.02602156271001,176.5,-210.1,121.4,172.6,4.0,-8.2,-210.1,2.5,170.1,87.8,176.5,-210.1,121.4,87.8,172.6,4.0,-8.2,-210.1,2.5,170.1,42.02602156271001,155924986205.0,63016685268.0,-225732615217.0,-42903523814.0,175727838094.0,141875187828.0,14049798377.0,66735608404330.0,0.0062218784153189,273007062856.0,3.421979151224745,433.22980524117406,1046.7,-921.0,307.6,1027.6,19.1,-21.7,-899.4,1.7,1025.9,433.3,520936413872.0,353975152049.0,-209787397161.0,-28455227339.0,71281362677.0,505068721813.0,15867692059.0,62508119103848.0,0.0231182009304175,-17951403925.0,9.958292936988121,-5.071374027551806,-5.1,5.1,-5.1,-5.1,-0.2,0.6,5.1,5.0,-10.1,-5.1,True
VAB,Private_3,2024-Q1,642980102414.0,539485731250.0,14739347815.0,-228343494554.0,-166907066944.0,247729540916.0,71392362528339.0,0.0220579357187026,554225079065.0,158974517567.0,88755023349.0,471532425992.0,232105235572.0,-227316164212.0,-168831010506.75,156719984298.75,452385907182.0,19146518810.0,67271165080339.5,0.019714589802066425,82692653073.0,15624305344.0,-1027330342.0,1923943562.75,-67964960949.75,87099824068.0,-4407170995.0,5.94416934152996,True,6.731560925584239,35.6,0.4,-29.3,37.5,-1.9,-0.4,0.8,3.0,34.5,6.7,35.6,0.4,-29.3,6.7,37.5,-1.9,-0.4,0.8,3.0,34.5,6.731560925584239,815503409904.0,336023748124.0,-239395077911.0,-609538751058.0,369454167189.0,789494557513.0,26008852391.0,69059040694653.0,0.0331226820058548,-88294207208.0,3.3226038047927933,-26.276180686913097,-77.8,131.4,-83.5,-74.4,-3.4,3.3,131.4,1.7,-76.1,-29.9,458267723909.0,244674389800.0,-225185792189.0,-30096374313.0,41688832393.0,445933414419.0,12334309490.0,66620226728631.0,0.0199642855366425,3055151116.0,6.915507962570877,1.2486599510873695,39.2,-57.2,19.2,38.2,1.0,-1.3,-55.9,3.5,34.7,1.2,False
VAB,Private_3,2024-Q2,585429382208.0,512085968898.0,33275413470.0,-265853422458.0,-4118818191.0,315457141559.0,73796426492066.0,0.0212081423440969,545361382368.0,275389141719.0,40067999840.0,495521764781.0,232869023351.0,-228105589803.25,-203033683664.5,168486532037.75,475773986389.75,19747778391.25,68464199030266.5,0.02023800234758145,49839617587.0,82588118208.0,-37747832654.75,198914865473.5,-128418532197.75,36311982508.25,13527635078.75,7.496420660630979,False,35.465480560510684,21.4,69.2,-55.1,15.6,5.8,-16.2,85.4,3.7,11.9,35.5,21.4,69.2,-55.1,35.5,15.6,5.8,-16.2,85.4,3.7,11.9,35.465480560510684,554225079065.0,247729540916.0,-228343494554.0,-166907066944.0,88755023349.0,539485731250.0,14739347815.0,71392362528339.0,0.0220579357187026,67727600643.0,3.311638563758707,27.33933159225651,-3.6,50.6,-19.7,-11.1,7.5,-15.1,65.7,1.7,-12.8,27.3,456433583950.0,284706119096.0,-218951171531.0,7214607158.0,40009099519.0,432240468968.0,24193114982.0,66669784493744.0,0.0195495132504495,30751022463.0,10.147126413258116,10.800969982886482,31.2,-20.5,0.0,28.1,3.2,-16.5,-4.0,5.1,23.0,10.7,False
VAB,Private_3,2024-Q3,530119950553.0,462486283832.0,40809635215.0,-293765390614.0,-6122132644.0,230232427295.0,77267337557750.0,0.0179865207019634,503295919047.0,203408395789.0,26824031506.0,517753714385.5,240556778966.75,-239831152535.0,-205867040001.75,168501257118.0,495735361372.25,22018353013.25,70245859529847.0,0.020652659620993302,-14457795338.5,-10324351671.75,-53934238079.0,199744907357.75,-141677225612.0,-33249077540.25,18791282201.75,9.519796420293803,True,-4.291856465694131,-6.0,60.6,-58.9,-13.8,7.8,-22.4,83.0,4.8,-18.6,-4.3,-6.0,60.6,-58.9,-4.3,-13.8,7.8,-22.4,83.0,4.8,-18.6,-4.291856465694131,545361382368.0,315457141559.0,-265853422458.0,-4118818191.0,40067999840.0,512085968898.0,33275413470.0,73796426492066.0,0.0212081423440969,-85224714264.0,4.595292706382457,-27.016257689655255,-13.3,-9.5,-4.2,-15.7,2.4,-8.9,-0.6,2.3,-18.0,-27.0,155924986205.0,63016685268.0,-225732615217.0,-42903523814.0,175727838094.0,141875187828.0,14049798377.0,66735608404330.0,0.0062218784153189,167215742027.0,14.627102359688251,265.3515355748369,551.1,-49.6,-236.2,508.7,42.5,-108.0,58.4,7.3,501.4,265.3,False
VAB,Private_3,2024-Q4,903419154882.0,813643304885.0,39804859124.0,-233160692995.0,-378015987685.0,292242474202.0,79915536116174.0,0.0295017672436486,853448164009.0,242271483329.0,49970990873.0,604596447596.0,282360714473.5,-256839346384.25,-196671692209.25,131275305471.0,575888135373.25,28708312222.75,72878791818202.0,0.023593820192654425,248851716413.0,9881759728.5,23678653389.25,-181344295475.75,-81304314598.0,237755169511.75,11096546901.25,9.210740206265024,True,3.499693555785863,88.1,-55.8,-28.8,84.2,3.9,8.4,-64.2,4.6,79.6,3.5,88.1,-55.8,-28.8,3.5,84.2,3.9,8.4,-64.2,4.6,79.6,3.499693555785863,503295919047.0,230232427295.0,-293765390614.0,-6122132644.0,26824031506.0,462486283832.0,40809635215.0,77267337557750.0,0.0179865207019634,62010046907.0,3.369576464058915,26.933672044184142,134.7,-134.7,10.0,134.7,-0.4,26.3,-134.7,1.7,133.0,10.0,815503409904.0,336023748124.0,-239395077911.0,-609538751058.0,369454167189.0,789494557513.0,26008852391.0,69059040694653.0,0.0331226820058548,-43781273922.0,14.574963935365895,-13.029220156738377,-19.2,-120.5,126.7,-12.2,-7.0,-3.2,-117.4,7.3,-19.5,-13.0,False
VAB,Private_3,2025-Q1,665721024863.0,612534952132.0,40031679624.0,-225316493955.0,-87470551957.0,352933978951.0,84910468292933.0,0.0208838641395729,652566631756.0,339779585844.0,13154393107.0,614082636122.25,271415395993.0,-255280750155.25,-138791001366.0,51404511392.0,581925322216.25,32157313906.0,75592915673582.25,0.022688591502102874,38483995633.75,81518582958.0,29964256200.25,51320449409.0,-38250118285.0,30609629915.75,7874365718.0,11.610412676775224,False,30.0346200552685,14.2,29.9,-14.1,11.3,2.9,11.1,18.9,5.8,5.5,30.0,14.2,29.9,-14.1,30.0,11.3,2.9,11.1,18.9,5.8,5.5,30.0346200552685,853448164009.0,292242474202.0,-233160692995.0,-378015987685.0,49970990873.0,813643304885.0,39804859124.0,79915536116174.0,0.0295017672436486,60691504749.0,6.060854529193476,20.767516739216223,-68.7,102.1,-12.6,-68.8,0.1,2.7,99.4,3.0,-71.8,20.8,554225079065.0,247729540916.0,-228343494554.0,-166907066944.0,88755023349.0,539485731250.0,14739347815.0,71392362528339.0,0.0220579357187026,105204438035.0,17.29732685398588,42.467457714569726,39.7,33.3,-30.5,29.5,10.2,1.2,32.1,8.6,20.9,42.5,False
VAB,Private_3,2025-Q2,605574767148.0,542378510292.0,23638105905.0,-239541943571.0,-4690590859.0,361342232718.0,87421681236290.0,0.0175354816356083,566016616197.0,321784081767.0,39558150951.0,638668024295.0,297716505501.75,-254524000005.5,-118931872619.25,32504353831.5,600187627436.75,38480396858.25,78972442114730.75,0.022395073607320452,-72651408098.0,63625727216.25,14982056434.5,114241281760.25,7053797119.5,-57809117144.75,-14842290953.25,10.155694145201213,False,21.37124614875476,-24.4,43.4,2.4,-19.4,-5.0,5.0,38.4,5.1,-24.5,21.4,-24.4,43.4,2.4,21.4,-19.4,-5.0,5.0,38.4,5.1,-24.5,21.37124614875476,652566631756.0,352933978951.0,-225316493955.0,-87470551957.0,13154393107.0,612534952132.0,40031679624.0,84910468292933.0,0.0208838641395729,8408253767.0,2.9143870719620595,2.3823871512715327,-24.5,19.4,7.5,-19.9,-4.6,-4.0,23.5,1.5,-21.4,2.4,545361382368.0,315457141559.0,-265853422458.0,-4118818191.0,40067999840.0,512085968898.0,33275413470.0,73796426492066.0,0.0212081423440969,45885091159.0,16.90288384625111,14.545586424905238,6.5,8.2,-0.2,9.6,-3.1,8.3,-0.2,8.5,1.1,14.5,False
VBB,Private_3,2018-Q2,376895000000.0,296377000000.0,1187000000.0,-251715000000.0,-1548000000.0,123632000000.0,31648148000000.0,0.0141553208056488,297564000000.0,44301000000.0,79331000000.0,,,,,,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,False
VBB,Private_3,2018-Q3,304619000000.0,250061000000.0,4788000000.0,-262152000000.0,58095000000.0,100562000000.0,32330019000000.0,0.0237828142985824,254849000000.0,50792000000.0,49770000000.0,,,,,,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,0.0,297564000000.0,123632000000.0,-251715000000.0,-1548000000.0,79331000000.0,296377000000.0,1187000000.0,31648148000000.0,0.0141553208056488,-23070000000.0,2.1315740415007514,-18.660217419438332,-34.6,39.8,-23.9,-37.5,2.9,-8.4,48.2,1.1,-38.6,-18.7,,,,,,,,,,,,0.0,,,,,,,,,,,False
VBB,Private_3,2018-Q4,324589000000.0,253052000000.0,4170000000.0,-231675000000.0,6704000000.0,99618000000.0,35495274000000.0,0.0224268324005787,257222000000.0,32251000000.0,67367000000.0,,,,,,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,0.0,254849000000.0,100562000000.0,-262152000000.0,58095000000.0,49770000000.0,250061000000.0,4788000000.0,32330019000000.0,0.0237828142985824,-944000000.0,9.333553487192454,-0.9387243690459617,2.4,-20.8,17.5,3.0,-0.6,30.3,-51.1,4.7,-1.7,-0.9,,,,,,,,,,,,0.0,,,,,,,,,,,False
VBB,Private_3,2019-Q1,334533000000.0,286133000000.0,5260000000.0,-212048000000.0,-23767000000.0,98718000000.0,35802590000000.0,0.0239571387477778,291393000000.0,55578000000.0,43140000000.0,,,,,,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,0.0,257222000000.0,99618000000.0,-231675000000.0,6704000000.0,67367000000.0,253052000000.0,4170000000.0,35495274000000.0,0.0224268324005787,-900000000.0,0.8620622912349801,-0.9034511835210504,34.3,-10.9,-24.3,33.2,1.1,19.7,-30.6,0.4,32.8,-0.9,,,,,,,,,,,,0.0,,,,,,,,,,,False
VBB,Private_3,2019-Q2,387063000000.0,304572000000.0,7436000000.0,-237979000000.0,2259000000.0,151343000000.0,37569077000000.0,0.0245767890910662,312008000000.0,76288000000.0,75055000000.0,275257000000.0,105632500000.0,-239397500000.0,9871000000.0,59902000000.0,271405750000.0,3851250000.0,33819007750000.0,0.021080526563146927,36751000000.0,45710500000.0,1418500000.0,-7612000000.0,15153000000.0,33166250000.0,3584750000.0,10.50614892704486,True,43.27314036873122,34.8,-5.8,14.3,31.4,3.4,1.3,-7.2,5.3,26.1,43.3,34.8,-5.8,14.3,43.3,31.4,3.4,1.3,-7.2,5.3,26.1,43.27314036873122,291393000000.0,98718000000.0,-212048000000.0,-23767000000.0,43140000000.0,286133000000.0,5260000000.0,35802590000000.0,0.0239571387477778,52625000000.0,4.815174773117803,53.30841386575903,20.9,0.1,32.3,18.7,2.2,-26.3,26.4,2.4,16.3,53.3,297564000000.0,123632000000.0,-251715000000.0,-1548000000.0,79331000000.0,296377000000.0,1187000000.0,31648148000000.0,0.0141553208056488,27711000000.0,17.1082530396155,22.414099909408566,11.7,14.2,-3.5,6.6,5.1,11.1,3.1,8.6,-2.0,22.4,False
